"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","TRANSECT","SUBP","SMPLOCCD","MEASYEAR","CONDID","DUFFDEP","LITTDEP","FUELDEP","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","DLF_SAMPLE_METHOD","DUFF_METHOD","DUFF_NONSAMPLE_REASN_CD","LITTER_METHOD","LITTER_NONSAMPLE_REASN_CD","FUELBED_METHOD","FUELBED_NONSAMPLE_REASN_CD","DL_STATUS_CD"
"76431646010538","59789167010538",2001,39,67,363,30,3,2,2001,1,0,1.2,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431640010538","59789167010538",2001,39,67,363,150,1,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431644010538","59789167010538",2001,39,67,363,150,3,2,2001,1,1.1,2.5,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431648010538","59789167010538",2001,39,67,363,150,4,2,2001,1,1.4,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431642010538","59789167010538",2001,39,67,363,270,1,2,2001,1,0,0,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431650010538","59789167010538",2001,39,67,363,270,4,2,2001,1,0.1,1.1,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431350010538","59790455010538",2001,39,73,197,30,2,2,2001,1,0.4,0.8,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431354010538","59790455010538",2001,39,73,197,30,3,2,2001,1,0.2,1,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431344010538","59790455010538",2001,39,73,197,150,1,2,2001,1,0.7,1.7,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431348010538","59790455010538",2001,39,73,197,150,2,2,2001,1,2.2,1.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431352010538","59790455010538",2001,39,73,197,150,3,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431356010538","59790455010538",2001,39,73,197,150,4,2,2001,1,0,1.2,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431346010538","59790455010538",2001,39,73,197,270,1,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431358010538","59790455010538",2001,39,73,197,270,4,2,2001,1,2.2,1.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431674010538","59792161010538",2001,39,83,604,30,3,2,2001,1,0,2.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431670010538","59792161010538",2001,39,83,604,30,2,2,2001,1,0.4,3.2,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431664010538","59792161010538",2001,39,83,604,150,1,2,2001,1,0,2.4,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431668010538","59792161010538",2001,39,83,604,150,2,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431672010538","59792161010538",2001,39,83,604,150,3,2,2001,1,0,2.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431676010538","59792161010538",2001,39,83,604,150,4,2,2001,1,0.2,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431678010538","59792161010538",2001,39,83,604,270,4,2,2001,1,0.2,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431211010538","59792877010538",2001,39,87,319,30,2,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431215010538","59792877010538",2001,39,87,319,30,3,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431205010538","59792877010538",2001,39,87,319,150,1,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431209010538","59792877010538",2001,39,87,319,150,2,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431213010538","59792877010538",2001,39,87,319,150,3,2,2001,1,0.1,1.1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431217010538","59792877010538",2001,39,87,319,150,4,2,2001,1,0.2,2.2,1.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431207010538","59792877010538",2001,39,87,319,270,1,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431219010538","59792877010538",2001,39,87,319,270,4,2,2001,1,0.2,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431947010538","59799485010538",2001,39,133,64,30,2,2,2001,1,1.4,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431951010538","59799485010538",2001,39,133,64,30,3,2,2001,1,0,1.2,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431941010538","59799485010538",2001,39,133,64,150,1,2,2001,1,1.8,1.8,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431945010538","59799485010538",2001,39,133,64,150,2,2,2001,1,0.2,2.2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431949010538","59799485010538",2001,39,133,64,150,3,2,2001,1,0,0,0,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431953010538","59799485010538",2001,39,133,64,150,4,2,2001,1,1.2,1.2,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431943010538","59799485010538",2001,39,133,64,270,1,2,2001,1,1.4,1,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431955010538","59799485010538",2001,39,133,64,270,4,2,2001,1,1.1,2.5,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431243010538","59801189010538",2001,39,145,33,30,2,2,2001,1,0.2,2.2,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431247010538","59801189010538",2001,39,145,33,30,3,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431237010538","59801189010538",2001,39,145,33,150,1,2,2001,1,1,1.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431241010538","59801189010538",2001,39,145,33,150,2,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431245010538","59801189010538",2001,39,145,33,150,3,2,2001,1,0.5,1.9,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431249010538","59801189010538",2001,39,145,33,150,4,2,2001,1,0.1,1.1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431239010538","59801189010538",2001,39,145,33,270,1,2,2001,1,1,3.8,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431251010538","59801189010538",2001,39,145,33,270,4,2,2001,1,0.7,2.9,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431318010538","59804300010538",2001,39,167,404,30,2,2,2001,1,0,1.2,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431322010538","59804300010538",2001,39,167,404,30,3,2,2001,1,0,1.2,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431312010538","59804300010538",2001,39,167,404,150,1,2,2001,1,0.1,1.1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431316010538","59804300010538",2001,39,167,404,150,2,2,2001,1,0.1,1.1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431320010538","59804300010538",2001,39,167,404,150,3,2,2001,1,0,1.2,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431324010538","59804300010538",2001,39,167,404,150,4,2,2001,1,0,2.4,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431314010538","59804300010538",2001,39,167,404,270,1,2,2001,1,0.2,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76431326010538","59804300010538",2001,39,167,404,270,4,2,2001,1,0.1,1.1,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76435500010538","59827371010538",2002,39,1,5656,30,2,2,2002,1,0.4,2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76431666010538","59792161010538",2001,39,83,604,270,1,2,2001,1,0,3.6,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","1",1,,1,,1,,
"76435497010538","59827371010538",2002,39,1,5656,30,1,2,2002,1,0.2,2.5,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435503010538","59827371010538",2002,39,1,5656,30,3,2,2002,1,0.2,2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435506010538","59827371010538",2002,39,1,5656,30,4,2,2002,1,2,2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435498010538","59827371010538",2002,39,1,5656,150,1,2,2002,1,0.1,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435501010538","59827371010538",2002,39,1,5656,150,2,2,2002,1,0.2,2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435504010538","59827371010538",2002,39,1,5656,150,3,2,2002,1,0.2,1.5,1.5,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435507010538","59827371010538",2002,39,1,5656,150,4,2,2002,1,1,2,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435499010538","59827371010538",2002,39,1,5656,270,1,2,2002,1,0.1,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435502010538","59827371010538",2002,39,1,5656,270,2,2,2002,1,0.1,1.5,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435505010538","59827371010538",2002,39,1,5656,270,3,2,2002,1,0.1,1.3,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76435508010538","59827371010538",2002,39,1,5656,270,4,2,2002,1,0.4,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"42789739020004","59828115010538",2002,39,5,3857,30,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789746020004","59828115010538",2002,39,5,3857,30,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789740020004","59828115010538",2002,39,5,3857,30,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789741020004","59828115010538",2002,39,5,3857,30,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789743020004","59828115010538",2002,39,5,3857,150,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789745020004","59828115010538",2002,39,5,3857,150,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789744020004","59828115010538",2002,39,5,3857,150,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789738020004","59828115010538",2002,39,5,3857,150,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789747020004","59828115010538",2002,39,5,3857,270,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789742020004","59828115010538",2002,39,5,3857,270,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789749020004","59828115010538",2002,39,5,3857,270,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42789748020004","59828115010538",2002,39,5,3857,270,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"76436354010538","59828166010538",2002,39,7,5352,30,1,2,2002,1,1.5,1,2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436355010538","59828166010538",2002,39,7,5352,150,1,2,2002,1,0.2,1,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436358010538","59828166010538",2002,39,7,5352,150,2,2,2002,1,1.9,1.1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436357010538","59828166010538",2002,39,7,5352,30,2,2,2002,1,1.2,0.4,0.3,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436360010538","59828166010538",2002,39,7,5352,30,3,2,2002,1,1.2,0.5,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436363010538","59828166010538",2002,39,7,5352,30,4,2,2002,1,3,1,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436361010538","59828166010538",2002,39,7,5352,150,3,2,2002,1,0.2,0.3,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436364010538","59828166010538",2002,39,7,5352,150,4,2,2002,1,0,0,0,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436356010538","59828166010538",2002,39,7,5352,270,1,2,2002,1,1.8,0.5,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436359010538","59828166010538",2002,39,7,5352,270,2,2,2002,1,0.2,0.5,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436362010538","59828166010538",2002,39,7,5352,270,3,2,2002,1,0.1,1,0.2,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"76436365010538","59828166010538",2002,39,7,5352,270,4,2,2002,1,1.4,0.3,0.1,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
"42787885020004","59828844010538",2002,39,7,5409,30,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787890020004","59828844010538",2002,39,7,5409,150,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787891020004","59828844010538",2002,39,7,5409,150,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787893020004","59828844010538",2002,39,7,5409,30,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787887020004","59828844010538",2002,39,7,5409,30,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787888020004","59828844010538",2002,39,7,5409,30,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787892020004","59828844010538",2002,39,7,5409,150,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787886020004","59828844010538",2002,39,7,5409,150,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787894020004","59828844010538",2002,39,7,5409,270,1,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787889020004","59828844010538",2002,39,7,5409,270,2,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787895020004","59828844010538",2002,39,7,5409,270,3,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"42787896020004","59828844010538",2002,39,7,5409,270,4,2,2002,1,,,,"",2012-06-06,"20004","",2014-05-14,"489998","2",0,,0,,0,,
"76435689010538","59829816010538",2002,39,13,2644,30,1,2,2002,1,0.1,4,0.4,"",2007-11-19,"10661","",2014-05-14,"489998","2",1,,1,,1,,
