"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","TRANSECT","CWDID","MEASYEAR","CONDID","SLOPDIST","HORIZ_DIST","SPCD","DECAYCD","TRANSDIA","SMALLDIA","LARGEDIA","LENGTH","HOLLOWCD","CWDHSTCD","VOLCF","DRYBIO","CARBON","COVER_PCT","LPA_UNADJ","LPA_PLOT","LPA_COND","LPA_UNADJ_RGN","LPA_PLOT_RGN","LPA_COND_RGN","COVER_PCT_RGN","CHARRED_CD","ORNTCD_PNWRS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CWD_SAMPLE_METHOD","HOLLOW_DIA","HORIZ_DIST_CD","INCLINATION","LARGE_END_DIA_CLASS","LENGTH_CD","VOLCF_AC_UNADJ","VOLCF_AC_PLOT","VOLCF_AC_COND","DRYBIO_AC_UNADJ","DRYBIO_AC_PLOT","DRYBIO_AC_COND","CARBON_AC_UNADJ","CARBON_AC_PLOT","CARBON_AC_COND"
"76457909010538","59785584010538",2001,39,35,575,2,30,1,2001,1,5.4,5.4,318,3,4,3,4,13,"N",1,8.86302083333333333333333333333333333333E-01,21.9893674,10.7967793934,2.38619791666666666666666666666666666667E-01,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,24.2966251171875,24.2966251171875,24.2966251171875,602.80510034745,602.80510034745,602.80510034745,295.97730427059795,295.97730427059795,295.97730427059795
"76457906010538","59785584010538",2001,39,35,575,2,150,1,2001,1,7,7,316,1,6,3,11,52,"N",1,1.84350833333333333333333333333333333333E01,542.815277004,266.522301008964,4.77239583333333333333333333333333333333E-01,6.8533701923076923076923076923076923077E00,6.8533701923076923076923076923076923077E00,6.8533701923076923076923076923076923077E00,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,126.342450609375,126.342450609375,126.342450609375,3.72011403934845675E03,3.72011403934845675E03,3.72011403934845675E03,1.82657599332009226425E03,1.82657599332009226425E03,1.82657599332009226425E03
"76457907010538","59785584010538",2001,39,35,575,2,150,2,2001,1,1.6,1.6,318,3,5,3,5,21,"N",1,1.9471375,48.308948688,23.719693805808,2.72708333333333333333333333333333333333E-01,1.697025E01,1.697025E01,1.697025E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.3043410159375E01,3.3043410159375E01,3.3043410159375E01,819.814936472532,819.814936472532,819.814936472532,402.529133808013212,402.529133808013212,402.529133808013212
"76457908010538","59785584010538",2001,39,35,575,2,150,3,2001,1,22.1,22.1,318,3,4,4,7,35,"N",1,6.20411458333333333333333333333333333333E00,153.9255718,75.5774557538,3.74973958333333333333333333333333333333E-01,10.18215,10.18215,10.18215,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,6.31712253046875E01,6.31712253046875E01,6.31712253046875E01,1567.29326090337,1567.29326090337,1567.29326090337,769.54099110355467,769.54099110355467,769.54099110355467
"76457450010538","59787135010538",2001,39,53,778,3,30,1,2001,1,10.8,10.746401654268,999,3,4,4,5,6,"N",1,0.6708625,9.79566588,4.95660693528,0.306796875,5.9395875E01,5.9395875E01,5.9395875E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.98464651921875E01,3.98464651921875E01,3.98464651921875E01,581.822146150245,581.822146150245,581.822146150245,294.40200595202397,294.40200595202397,294.40200595202397
"76457434010538","59787135010538",2001,39,53,778,1,150,1,2001,1,23.8,23.8,802,2,3,3,10,24,"N",2,7.13405,199.255728672,97.834562777952,4.43151041666666666666666666666666666667E-01,1.484896875E01,1.484896875E01,1.484896875E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,105.9332855109375,105.9332855109375,105.9332855109375,2.958742088309007E03,2.958742088309007E03,2.958742088309007E03,1.452742365359722437E03,1.452742365359722437E03,1.452742365359722437E03
"76457435010538","59787135010538",2001,39,53,778,1,150,2,2001,1,24,24,802,2,3,3,4,10,"N",2,6.81770833333333333333333333333333333333E-01,19.042023,9.349633293,2.38619791666666666666666666666666666667E-01,35.637525,35.637525,35.637525,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,24.2966251171875,24.2966251171875,24.2966251171875,678.610570713075,678.610570713075,678.610570713075,333.197790220119825,333.197790220119825,333.197790220119825
"76457448010538","59787135010538",2001,39,53,778,1,270,1,2001,1,8,8,802,3,3,3,5,16,"N",1,1.48353333333333333333333333333333333333E00,3.09932663039999999999999999999999999999E01,1.5217693755264E01,2.72708333333333333333333333333333333333E-01,22.273453125,22.273453125,22.273453125,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,6.90327064212785999999999999999999999998E02,6.90327064212785999999999999999999999998E02,6.90327064212785999999999999999999999998E02,3.38950588528477925999999999999999999999E02,3.38950588528477925999999999999999999999E02,3.38950588528477925999999999999999999999E02
"76457451010538","59787135010538",2001,39,53,778,4,270,1,2001,1,0.6,0.6,800,2,5,3,11,40,"N",1,1.41808333333333333333333333333333333333E01,407.2236168,199.9467958488,4.77239583333333333333333333333333333333E-01,8.90938125,8.90938125,8.90938125,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,126.342450609375,126.342450609375,126.342450609375,3628.110456075105,3628.110456075105,3628.110456075105,1781.402233932876555,1781.402233932876555,1781.402233932876555
"76457552010538","59788852010538",2001,39,61,506,2,30,1,2001,1,13,12.856172587288,998,4,6,3,8,38,"N",1,7.56492916666666666666666666666666666667E00,103.096065072,50.620167950352,4.38993902439024390243902439024390243902E-01,9.37829605263157894736842105263157894735E00,9.37829605263157894736842105263157894735E00,1.09794685494223363286264441591784338896E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,7.09461453421874999999999999999999999999E01,7.09461453421874999999999999999999999999E01,8.30589018640243902439024390243902439025E01,9.66865420106585999999999999999999999998E02,9.66865420106585999999999999999999999998E02,1.13194000402722263414634146341463414634E03,4.74730921272333725999999999999999999999E02,4.74730921272333725999999999999999999999E02,5.55782541977366313365853658536585365854E02
"76457549010538","59788852010538",2001,39,61,506,2,150,1,2001,1,6.4,6.4,,5,5,,,32,"",,4.36333333333333333333333333333333333333E00,59.4642048,30.0888876288,3.99085365853658536585365853658536585366E-01,11.1367265625,11.1367265625,1.30381189024390243902439024390243902439E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.8593250234375E01,4.8593250234375E01,5.68896588109756097560975609756097560975E01,662.2365891141,662.2365891141,7.75301372621385365853658536585365853658E02,335.0917140917346,335.0917140917346,3.92302494546420995121951219512195121951E02
"76457550010538","59788852010538",2001,39,61,506,2,150,2,2001,1,10,10,318,4,4,3,6,30,"N",1,3.6815625,57.891834,28.424890494,3.59176829268292682926829268292682926829E-01,1.1879175E01,1.1879175E01,1.39073268292682926829268292682926829268E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.37339252109375E01,4.37339252109375E01,5.12006929298780487804878048780487804877E01,6.87707227156949999999999999999999999999E02,6.87707227156949999999999999999999999999E02,8.05120656183746341463414634146341463413E02,337.66424853406245,337.66424853406245,3.95314242186219453658536585365853658536E02
"76457558010538","59788852010538",2001,39,61,506,4,150,1,2001,1,0.5,0.485071250073,,5,3,,,11,"",,0.5399625,7.358695344,3.723499844064,2.3945121951219512195121951219512195122E-01,32.39775,32.39775,3.79290731707317073170731707317073170732E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,17.493570084375,17.493570084375,2.04802771719512195121951219512195121951E01,238.405172081076,238.405172081076,2.79108494143698731707317073170731707317E02,120.633017073024456,120.633017073024456,1.41228898036711558243902439024390243902E02
"76457559010538","59788852010538",2001,39,61,506,4,150,2,2001,1,8,7.761140001163,,5,3,,,9,"",,0.4417875,6.020750736,3.046499872416,2.3945121951219512195121951219512195122E-01,3.959725E01,3.959725E01,4.63577560975609756097560975609756097561E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,17.493570084375,17.493570084375,2.04802771719512195121951219512195121951E01,238.405172081076,238.405172081076,2.79108494143698731707317073170731707317E02,120.633017073024456,120.633017073024456,1.41228898036711558243902439024390243902E02
"76457560010538","59788852010538",2001,39,61,506,4,270,1,2001,1,2.1,2.1,541,4,14,3,16,60,"N",1,43.360625,625.017393,306.883539963,7.58262195121951219512195121951219512195E-01,5.93958750000000000000000000000000000001E00,5.93958750000000000000000000000000000001E00,6.95366341463414634146341463414634146344E00,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,257.5442262421875,257.5442262421875,3.01515191698170731707317073170731707318E02,3.71234549474538750000000000000000000001E03,3.71234549474538750000000000000000000001E03,4.34616057921411219512195121951219512197E03,1.8227616379199852625E03,1.8227616379199852625E03,2.13396484439412908780487804878048780489E03
"76457561010538","59788852010538",2001,39,61,506,4,270,2,2001,1,20,20,,5,5,,,14,"",,1.90895833333333333333333333333333333333E00,2.60155896E01,1.31638883376E01,3.99085365853658536585365853658536585366E-01,25.455375,25.455375,2.98014146341463414634146341463414634146E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.85932502343749999999999999999999999999E01,4.85932502343749999999999999999999999999E01,5.68896588109756097560975609756097560974E01,6.62236589114099999999999999999999999999E02,6.62236589114099999999999999999999999999E02,7.75301372621385365853658536585365853656E02,3.35091714091734599999999999999999999999E02,3.35091714091734599999999999999999999999E02,3.9230249454642099512195121951219512195E02
"76457687010538","59789167010538",2001,39,67,363,1,270,1,2001,1,23.6,22.89536300343,,5,5,,,11,"",,1.49989583333333333333333333333333333333E00,2.04408204E01,1.03430551224E01,4.54513888888888888888888888888888888889E-01,32.39775,32.39775,4.31969999999999999999999999999999999999E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.85932502343749999999999999999999999999E01,4.85932502343749999999999999999999999999E01,6.47910003124999999999999999999999999997E01,6.62236589114099999999999999999999999998E02,6.62236589114099999999999999999999999998E02,8.82982118818799999999999999999999999995E02,3.35091714091734599999999999999999999999E02,3.35091714091734599999999999999999999999E02,4.46788952122312799999999999999999999997E02
"76457533010538","59790455010538",2001,39,73,197,2,150,1,2001,1,9.7,9.41038225141,800,4,3,3,6,26,"N",1,3.1906875,49.33670742,24.22432334322,0.306796875,1.37067403846153846153846153846153846154E01,1.37067403846153846153846153846153846154E01,1.37067403846153846153846153846153846154E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.37339252109375000000000000000000000001E01,4.37339252109375000000000000000000000001E01,4.37339252109375000000000000000000000001E01,6.76245440037667500000000000000000000001E02,6.76245440037667500000000000000000000001E02,6.76245440037667500000000000000000000001E02,332.0365110584947425,332.0365110584947425,332.0365110584947425
"76457534010538","59790455010538",2001,39,73,197,2,150,2,2001,1,20,19.402850002907,999,4,3,3,5,16,"N",1,1.48353333333333333333333333333333333333E00,2.0217829632E01,1.0230221793792E01,2.72708333333333333333333333333333333333E-01,22.273453125,22.273453125,22.273453125,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,4.50320880597587999999999999999999999999E02,4.50320880597587999999999999999999999999E02,4.50320880597587999999999999999999999999E02,2.27862365582379527999999999999999999999E02,2.27862365582379527999999999999999999999E02,2.27862365582379527999999999999999999999E02
"76457535010538","59790455010538",2001,39,73,197,2,150,3,2001,1,20.7,20.081949753008,800,4,4,3,4,28,"N",1,1.90895833333333333333333333333333333333E00,2.95176882E01,1.44931849062E01,2.38619791666666666666666666666666666667E-01,12.7276875,12.7276875,12.7276875,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,2.42966251171875E01,2.42966251171875E01,2.42966251171875E01,3.75691911132037499999999999999999999999E02,3.75691911132037499999999999999999999999E02,3.75691911132037499999999999999999999999E02,184.4647283658304125,184.4647283658304125,184.4647283658304125
"76457536010538","59790455010538",2001,39,73,197,2,150,4,2001,1,22.6,21.925220503285,999,3,9,7,11,31,"N",1,1.43717291666666666666666666666666666667E01,209.8502406,106.1842217436,0.61359375,1.14959758064516129032258064516129032258E01,1.14959758064516129032258064516129032258E01,1.14959758064516129032258064516129032258E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,165.217050796875,165.217050796875,165.217050796875,2.41243328891565E03,2.41243328891565E03,2.41243328891565E03,1.2206912441913189E03,1.2206912441913189E03,1.2206912441913189E03
"76457538010538","59790455010538",2001,39,73,197,3,150,1,2001,1,17,17,541,2,3,3,3,18,"N",1,0.883575,23.65294932,11.61359811612,0.20453125,19.798625,19.798625,19.798625,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,17.493570084375,17.493570084375,17.493570084375,468.295873730685,468.295873730685,468.295873730685,229.933274001766335,229.933274001766335,229.933274001766335
"76457531010538","59790455010538",2001,39,73,197,1,270,1,2001,1,10.3,9.865610737778,999,4,4,4,5,13,"N",1,1.45353541666666666666666666666666666667E00,1.98090132240000000000000000000000000001E01,1.0023360691344E01,0.306796875,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.98464651921875000000000000000000000001E01,3.98464651921875000000000000000000000001E01,3.98464651921875000000000000000000000001E01,5.43034003073562000000000000000000000001E02,5.43034003073562000000000000000000000001E02,5.43034003073562000000000000000000000001E02,2.74775205555222372000000000000000000001E02,2.74775205555222372000000000000000000001E02,2.74775205555222372000000000000000000001E02
"76457699010538","59792161010538",2001,39,83,604,3,150,1,2001,1,12.2,12.2,742,3,5,4,8,29,"N",1,6.32683333333333333333333333333333333333E00,65.7332676,32.2750343916,0.4090625,1.22888017241379310344827586206896551724E01,1.22888017241379310344827586206896551724E01,1.22888017241379310344827586206896551724E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,7.77492003750000000000000000000000000001E01,7.77492003750000000000000000000000000001E01,7.77492003750000000000000000000000000001E01,8.07783092216100000000000000000000000001E02,8.07783092216100000000000000000000000001E02,8.07783092216100000000000000000000000001E02,3.96621498278105100000000000000000000001E02,3.96621498278105100000000000000000000001E02,3.96621498278105100000000000000000000001E02
"76457540010538","59790455010538",2001,39,73,197,4,270,1,2001,1,20.7,19.827004104078,743,3,4,4,4,4,"N",1,3.49066666666666666666666666666666666667E-01,3.52864512,1.73256475392,2.72708333333333333333333333333333333333E-01,89.0938125,89.0938125,89.0938125,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,31.09968015,31.09968015,31.09968015,314.38044670032,314.38044670032,314.38044670032,154.36079932985712,154.36079932985712,154.36079932985712
"76457695010538","59792161010538",2001,39,83,604,2,150,1,2001,1,15.6,15.522580167276,998,2,3,3,6,24,"N",1,2.94525,74.54262816,36.60043042656,0.306796875,1.484896875E01,1.484896875E01,1.484896875E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,4.37339252109375E01,4.37339252109375E01,4.37339252109375E01,1.10688115609071E03,1.10688115609071E03,1.10688115609071E03,543.47864764053861,543.47864764053861,543.47864764053861
"76457696010538","59792161010538",2001,39,83,604,2,150,2,2001,1,22.8,22.686847936788,833,2,7,4,10,38,"N",1,1.20209833333333333333333333333333333333E01,333.948687072,163.968805352352,4.77239583333333333333333333333333333333E-01,9.37829605263157894736842105263157894735E00,9.37829605263157894736842105263157894735E00,9.37829605263157894736842105263157894735E00,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,112.73634054375,112.73634054375,112.73634054375,3.13186965374883599999999999999999999999E03,3.13186965374883599999999999999999999999E03,3.13186965374883599999999999999999999999E03,1.537747999990678476E03,1.537747999990678476E03,1.537747999990678476E03
"76457700010538","59792161010538",2001,39,83,604,3,150,2,2001,1,14,14,742,3,3,3,5,13,"N",1,1.20537083333333333333333333333333333333E00,1.252332081E01,6.14895051770999999999999999999999999998E00,2.72708333333333333333333333333333333333E-01,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,2.74134807692307692307692307692307692308E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,3.30434101593749999999999999999999999999E01,3.43307814191842499999999999999999999999E02,3.43307814191842499999999999999999999999E02,3.43307814191842499999999999999999999999E02,1.68564136768194667499999999999999999999E02,1.68564136768194667499999999999999999999E02,1.68564136768194667499999999999999999999E02
"76457694010538","59792161010538",2001,39,83,604,1,270,1,2001,1,14,14,129,2,7,4,8,12,"N",1,2.618,45.878921088,23.902917886848,0.4090625,2.96979375E01,2.96979375E01,2.96979375E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,7.7749200375E01,7.7749200375E01,7.7749200375E01,1362.509331038856,1362.509331038856,1362.509331038856,709.867361471243976,709.867361471243976,709.867361471243976
"76457497010538","59792877010538",2001,39,87,319,1,150,1,2001,1,16,16,621,4,4,3,4,20,"N",1,1.36354166666666666666666666666666666667E00,1.2014002E01,5.89887498200000000000000000000000000001E00,2.38619791666666666666666666666666666667E-01,17.8187625,17.8187625,17.8187625,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,2.42966251171875000000000000000000000001E01,2.42966251171875000000000000000000000001E01,2.42966251171875000000000000000000000001E01,2.14074648312525000000000000000000000001E02,2.14074648312525000000000000000000000001E02,2.14074648312525000000000000000000000001E02,105.110652321449775,105.110652321449775,105.110652321449775
"76457431010538","59792877010538",2001,39,87,319,3,150,1,2001,1,2.5,2.5,,5,4,,,32,"",,2.79253333333333333333333333333333333333E00,3.8057091072E01,1.9256888082432E01,2.72708333333333333333333333333333333333E-01,11.1367265625,11.1367265625,11.1367265625,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,3.109968015E01,3.109968015E01,3.109968015E01,4.23831417033023999999999999999999999999E02,4.23831417033023999999999999999999999999E02,4.23831417033023999999999999999999999999E02,214.458697018710144,214.458697018710144,214.458697018710144
"76457432010538","59792877010538",2001,39,87,319,3,150,2,2001,1,6,6,132,3,5,3,10,36,"N",1,10.701075,213.34519206,111.15284506326,4.43151041666666666666666666666666666667E-01,9.89931250000000000000000000000000000002E00,9.89931250000000000000000000000000000002E00,9.89931250000000000000000000000000000002E00,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,105.9332855109375,105.9332855109375,105.9332855109375,2.11197072657445875E03,2.11197072657445875E03,2.11197072657445875E03,1.10033674854529300875E03,1.10033674854529300875E03,1.10033674854529300875E03
"76457897010538","59799485010538",2001,39,133,64,1,150,1,2001,1,18.7,18.7,318,4,3,3,3,15,"N",1,0.7363125,11.5783668,5.6849780988,0.20453125,2.375835E01,2.375835E01,2.375835E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,1.7493570084375E01,1.7493570084375E01,1.7493570084375E01,275.08289086278,275.08289086278,275.08289086278,135.06569941362498,135.06569941362498,135.06569941362498
"76457901010538","59799485010538",2001,39,133,64,2,150,1,2001,1,12.6,12.355316513706,701,1,6,3,7,23,"N",1,3.63792916666666666666666666666666666667E00,135.0054722016,66.2876868509856,3.40885416666666666666666666666666666667E-01,1.54945760869565217391304347826086956522E01,1.54945760869565217391304347826086956522E01,1.54945760869565217391304347826086956522E01,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,5.6368170271875E01,5.6368170271875E01,5.6368170271875E01,2.0918525611831848E03,2.0918525611831848E03,2.0918525611831848E03,1.0270996075409437368E03,1.0270996075409437368E03,1.0270996075409437368E03
"76457898010538","59799485010538",2001,39,133,64,1,270,1,2001,1,20.3,19.443873589989,316,3,14,3,14,35,"Y",1,1.95668229166666666666666666666666666667E01,348.7944284825,171.2580643849075,5.79505208333333333333333333333333333333E-01,10.18215,10.18215,10.18215,,,,,,"","",2007-11-19,"10661","",2019-06-14,"126144","9",,,,,,199.2323259609375,199.2323259609375,199.2323259609375,3551.477189973087375,3551.477189973087375,3551.477189973087375,1743.775300276785901125,1743.775300276785901125,1743.775300276785901125
