"CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"66246391010538","59793240010538","",2001,39,1,87,362,1,1,621,21,95,42,39,99,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",101,50,"LITU09"
"66258950010538","59799332010538","",2001,39,1,131,273,1,1,832,14.7,78,89,27,60,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",58,50,"QUPR01"
"66260750010538","59801189010538","",2001,39,1,145,33,1,1,621,15.6,88,34,39,98,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",103,50,"LITU09"
"66260872010538","59801310010538","",2001,39,1,145,110,1,1,621,14.6,91,36,39,100,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",104,50,"LITU09"
"66261027010538","59801469010538","",2001,39,1,145,143,1,1,832,11.6,77,58,27,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"QUPR01"
"66260936010538","59801373010538","",2001,39,1,145,290,1,1,316,10.7,64,43,32,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"ACRU02"
"66260937010538","59801373010538","",2001,39,1,145,290,3,1,316,10.7,64,43,32,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"ACRU02"
"66260423010538","59800858010538","",2001,39,1,145,516,1,1,832,12.6,75,55,27,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"QUPR01"
"66260563010538","59800997010538","",2001,39,1,145,666,1,1,602,10.7,44,28,40,59,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",59,50,"JUNI06"
"66260564010538","59800997010538","",2001,39,1,145,666,2,1,602,10.7,44,28,40,59,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",59,50,"JUNI06"
"66260628010538","59801066010538","",2001,39,1,145,893,1,1,806,13.5,74,75,28,60,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",58,50,"QUCO01"
"66252033010538","59782335010538","",2001,39,2,9,420,1,1,318,7.8,63,45,31,56,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",67,50,"ACSA53"
"66251438010538","59781734010538","",2001,39,2,9,583,1,1,132,10.6,60,37,3,65,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",68,50,"PIVI03"
"66251832010538","59782132010538","",2001,39,2,9,745,1,1,802,17.8,103,79,25,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",75,50,"QUAL02"
"66243380010538","59790176010538","",2001,39,2,73,47,1,1,762,6.1,47,35,41,50,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",65,50,"PRSE02"
"661651325126144","59790176010538","",2001,39,2,73,47,1,2,621,17.2,109,56,39,106,50,4,96,38.8,2,,1,"",2019-05-10,"126144","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",105,50,"LITU09"
"66243652010538","59790455010538","",2001,39,2,73,197,1,1,621,15,88,53,39,86,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",86,50,"LITU09"
"66243550010538","59790352010538","",2001,39,2,73,392,1,1,621,10,86,55,39,84,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",83,50,"LITU09"
"66243460010538","59790261010538","",2001,39,2,73,417,1,1,316,11.5,75,55,32,58,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",70,50,"ACRU02"
"66243108010538","59789905010538","",2001,39,2,73,589,1,1,132,13.4,72,53,3,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",70,50,"PIVI03"
"66243022010538","59789818010538","",2001,39,2,73,796,1,1,621,8,62,17,39,98,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",111,50,"LITU09"
"66248311010538","59795238010538","",2001,39,2,105,69,1,1,833,9.9,67,40,26,74,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66248312010538","59795238010538","",2001,39,2,105,69,2,1,833,9.9,67,40,26,74,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66248554010538","59795485010538","",2001,39,2,105,269,1,1,132,9.9,62,44,3,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",65,50,"PIVI03"
"66248555010538","59795485010538","",2001,39,2,105,269,2,1,132,9.9,62,44,3,63,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",65,50,"PIVI03"
"66248448010538","59795380010538","",2001,39,2,105,556,1,1,318,10.7,68,44,31,62,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",73,50,"ACSA53"
"66248704010538","59795637010538","",2001,39,2,105,652,1,1,621,8,50,23,39,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",74,50,"LITU09"
"66248705010538","59795637010538","",2001,39,2,105,652,2,1,621,8,50,23,39,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",74,50,"LITU09"
"66248205010538","59795133010538","",2001,39,2,105,753,1,1,837,13.3,69,52,28,65,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",68,50,"QUVE01"
"66248404010538","59795333010538","",2001,39,2,105,756,1,1,541,11,45,23,36,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",69,50,"FRAM06"
"66256486010538","59796813010538","",2001,39,2,115,512,1,1,621,11.3,77,32,39,88,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",93,50,"LITU09"
"66258059010538","59798421010538","",2001,39,2,127,37,1,1,743,13.1,78,36,37,91,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",93,50,"POTR05"
"66258217010538","59798580010538","",2001,39,2,127,536,1,1,541,21.6,95,73,36,81,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",81,50,"FRAM06"
"66257981010538","59798342010538","",2001,39,2,127,592,1,1,621,27.2,105,78,39,98,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",92,50,"LITU09"
"66258293010538","59798657010538","",2001,39,2,127,629,1,1,837,11.2,84,49,28,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",85,50,"QUVE01"
"66257887010538","59798245010538","",2001,39,2,127,697,1,1,972,18.1,75,50,41,62,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",75,50,"ULAM02"
"66263440010538","59803965010538","",2001,39,2,163,396,1,1,621,11.2,77,29,39,92,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",98,50,"LITU09"
"66263353010538","59803875010538","",2001,39,2,163,549,1,1,621,18.3,91,35,39,101,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",105,50,"LITU09"
"66263354010538","59803875010538","",2001,39,2,163,549,2,1,621,18.3,91,35,39,101,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",105,50,"LITU09"
"66263226010538","59803745010538","",2001,39,2,163,581,1,1,837,7.5,39,17,28,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",84,50,"QUVE01"
"66263100010538","59803620010538","",2001,39,2,163,698,1,1,802,18.2,83,50,25,80,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",83,50,"QUAL02"
"66263681010538","59804213010538","",2001,39,2,167,206,1,1,621,17,77,45,39,79,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",80,50,"LITU09"
"66263767010538","59804300010538","",2001,39,2,167,404,1,1,802,18.5,95,118,25,69,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",55,50,"QUAL02"
"66263915010538","59804451010538","",2001,39,2,167,514,1,1,132,10.6,63,51,3,61,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",62,50,"PIVI03"
"66263875010538","59804408010538","",2001,39,2,167,635,2,1,602,11.1,59,23,40,107,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",89,50,"JUNI06"
"66264077010538","59804612010538","",2001,39,2,167,825,1,1,621,8.3,49,25,39,62,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",69,50,"LITU09"
"66264204010538","59804741010538","",2001,39,2,167,836,1,1,802,11.3,77,45,25,79,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",84,50,"QUAL02"
"66252510010538","59782822010538","",2001,39,3,13,34,1,1,541,19.5,111,61,36,101,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",101,50,"FRAM06"
"66252424010538","59782735010538","",2001,39,3,13,38,1,1,602,7.4,46,27,40,64,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",63,50,"JUNI06"
"66252744010538","59783059010538","",2001,39,3,13,186,2,1,802,12.5,75,70,25,62,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",59,50,"QUAL02"
"66252334010538","59782644010538","",2001,39,3,13,283,1,1,541,11.7,53,36,36,61,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",63,50,"FRAM06"
"66252772010538","59783090010538","",2001,39,3,13,674,1,1,762,5.9,46,26,41,67,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",83,50,"PRSE02"
"66252646010538","59782962010538","",2001,39,3,13,869,1,1,621,8.6,47,24,39,61,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",68,50,"LITU09"
"66253421010538","59783757010538","",2001,39,3,19,22,1,1,832,10.4,83,67,27,70,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"QUPR01"
"66253282010538","59783612010538","",2001,39,3,19,533,1,1,316,12.5,66,51,32,54,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",65,50,"ACRU02"
"66253283010538","59783612010538","",2001,39,3,19,533,3,1,316,12.5,66,51,32,54,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",65,50,"ACRU02"
"66253369010538","59783704010538","",2001,39,3,19,609,1,1,541,13.7,84,64,36,75,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",75,50,"FRAM06"
"66254747010538","59785122010538","",2001,39,3,31,6,1,1,621,10.7,77,29,39,92,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",98,50,"LITU09"
"66255061010538","59785439010538","",2001,39,3,31,238,1,1,817,11.6,66,33,28,78,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",86,50,"QUER01"
"66254932010538","59785309010538","",2001,39,3,31,458,1,1,743,9.3,58,26,37,86,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",86,50,"POTR05"
"66254659010538","59785033010538","",2001,39,3,31,628,1,1,318,8.5,52,30,31,66,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",71,50,"ACSA53"
"66241701010538","59788439010538","",2001,39,3,59,158,3,1,802,13.1,68,65,25,58,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",57,50,"QUAL02"
"66241526010538","59788262010538","",2001,39,3,59,461,2,1,762,7.9,56,37,41,58,50,,,,1,,0,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",72,50,"PRSE02"
"66241739010538","59788476010538","",2001,39,3,59,861,4,1,833,13.9,74,63,26,64,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66242486010538","59789268010538","",2001,39,3,67,345,1,1,802,11.6,74,78,25,59,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",55,50,"QUAL02"
"66242355010538","59789134010538","",2001,39,3,67,347,1,1,621,10.5,58,43,39,60,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",61,50,"LITU09"
"66242387010538","59789167010538","",2001,39,3,67,363,1,1,833,13.9,84,78,26,67,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66242388010538","59789167010538","",2001,39,3,67,363,2,1,833,13.9,84,78,26,67,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66242609010538","59789394010538","",2001,39,3,67,651,1,1,972,9.2,64,24,41,111,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",107,50,"ULAM02"
"66243748010538","59790551010538","",2001,39,3,75,122,1,1,833,9,65,51,26,62,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66243749010538","59790551010538","",2001,39,3,75,122,2,2,129,15.2,84,45,4,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",92,50,"PIST02"
"66245006010538","59791835010538","",2001,39,3,81,275,2,1,316,13,74,56,32,57,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",68,50,"ACRU02"
"66244577010538","59791400010538","",2001,39,3,81,323,1,1,817,12.6,59,42,28,55,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",66,50,"QUER01"
"66244805010538","59791632010538","",2001,39,3,81,451,1,1,951,15.8,92,41,38,91,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",105,50,"TIAM01"
"66244946010538","59791771010538","",2001,39,3,81,784,1,1,316,15.2,92,43,32,87,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",103,50,"ACRU02"
"66244721010538","59791545010538","",2001,39,3,81,842,1,1,316,8.3,49,30,32,61,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",73,50,"ACRU02"
"66249090010538","59796040010538","",2001,39,3,111,45,1,1,833,11.9,77,50,26,74,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66249471010538","59796429010538","",2001,39,3,111,218,1,1,541,15.3,90,68,36,79,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",78,50,"FRAM06"
"66249367010538","59796324010538","",2001,39,3,111,316,1,1,802,15.8,90,56,25,82,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",83,50,"QUAL02"
"66249218010538","59796171010538","",2001,39,3,111,511,1,1,833,11.5,84,54,26,78,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66249219010538","59796171010538","",2001,39,3,111,511,2,1,833,11.5,84,54,26,78,50,,,,1,,1,"",2007-02-20,"10538","",2019-06-13,"126144",5,1,,,,,,,,,"",,"",,,,,"",,,""
"66249565010538","59796524010538","",2001,39,3,111,524,1,1,972,7.9,66,28,41,94,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",98,50,"ULAM02"
"66249182010538","59796133010538","",2001,39,3,111,537,2,1,316,6.5,38,26,32,54,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",64,50,"ACRU02"
"66249285010538","59796241010538","",2001,39,3,111,738,1,1,318,13.1,85,62,31,62,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",76,50,"ACSA53"
"66257152010538","59797491010538","",2001,39,3,119,125,1,1,743,8.8,75,28,37,106,50,,,,2,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",103,50,"POTR05"
"66256935010538","59797272010538","",2001,39,3,119,213,1,1,621,10.4,70,43,39,72,50,,,,1,,1,"",2007-02-20,"10538","",2020-03-25,"290487",5,1,,,,,,,,,"",,"",,,,,"",74,50,"LITU09"
