"CN","PLT_CN","INVYR","STATECD","COUNTYCD","PLOT","MEASDAY","MEASMON","MEASYEAR","QASTATCD","CRWTYPCD","SMPKNDCD","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","CWD_SAMPLE_METHOD","FWD_SAMPLE_METHOD","MICR_SAMPLE_METHOD","DLF_SAMPLE_METHOD","PILE_SAMPLE_METHOD","DWM_SAMPLING_STATUS_CD","DWM_NBR_SUBP","DWM_NBR_SUBP_TRANSECT","DWM_SUBPLIST","DWM_TRANSECT_LENGTH","QA_STATUS"
"76450723010538","59825609010538",2002,39,99,5047,23,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784936020004","59826019010538",2002,39,101,3438,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450688010538","59826469010538",2002,39,105,2981,28,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784949020004","59827019010538",2002,39,107,1740,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783480020004","59827199010538",2002,39,109,2410,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450685010538","59833508010538",2002,39,111,3407,14,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783818020004","59806134010538",2002,39,113,5099,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450690010538","59806958010538",2002,39,115,3640,13,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450724010538","59807612010538",2002,39,119,1949,5,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783766020004","59808296010538",2002,39,123,5389,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786158020004","59808549010538",2002,39,127,918,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785820020004","59809045010538",2002,39,129,4096,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450693010538","59809293010538",2002,39,131,2188,28,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783415020004","59810540010538",2002,39,137,5403,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783779020004","59810855010538",2002,39,139,3570,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450694010538","59811100010538",2002,39,141,5316,16,7,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450667010538","59811889010538",2002,39,145,2227,27,8,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783428020004","59812586010538",2002,39,147,5807,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450755010538","59813380010538",2002,39,153,3576,31,7,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450752010538","59813781010538",2002,39,155,5061,30,7,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785833020004","59814438010538",2002,39,157,4061,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783441020004","59814710010538",2002,39,159,1688,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"76450689010538","59815863010538",2002,39,167,2110,11,7,2002,1,1,1,"",2007-11-19,"10661","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786171020004","59816572010538",2002,39,169,2107,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784130020004","59816661010538",2002,39,171,1523,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786184020004","59816899010538",2002,39,173,2656,1,6,2002,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783376020004","59844961010538",2003,39,3,1747,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54178832010538","59845225010538",2003,39,5,4827,10,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54181020010538","59845818010538",2003,39,7,1392,16,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54174365010538","59846299010538",2003,39,9,2380,30,6,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54179491010538","59846862010538",2003,39,11,2083,12,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54173055010538","59847831010538",2003,39,15,3247,30,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54177461010538","59848292010538",2003,39,19,2633,25,6,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784481020004","59848921010538",2003,39,23,2872,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783740020004","59849263010538",2003,39,25,1691,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54177741010538","59849784010538",2003,39,29,5665,26,6,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54178162010538","59850077010538",2003,39,31,1154,17,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785235020004","59850528010538",2003,39,33,4445,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784988020004","59834260010538",2003,39,35,5478,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784533020004","59834507010538",2003,39,37,5837,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783493020004","59834608010538",2003,39,39,2387,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786223020004","59834858010538",2003,39,41,2207,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783506020004","59835007010538",2003,39,45,5630,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783519020004","59835249010538",2003,39,47,5392,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54175690010538","59835507010538",2003,39,49,1720,14,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54174189010538","59835838010538",2003,39,53,2364,21,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54181241010538","59836584010538",2003,39,55,1176,15,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54176117010538","59836717010538",2003,39,57,2961,5,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785404020004","59838217010538",2003,39,65,3412,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54177788010538","59838494010538",2003,39,67,4888,24,6,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785417020004","59838763010538",2003,39,69,2933,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54175358010538","59839136010538",2003,39,71,5390,23,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784468020004","59839119010538",2003,39,71,5531,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785781020004","59840045010538",2003,39,77,3010,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786106020004","59840916010538",2003,39,83,5069,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54172307010538","59841598010538",2003,39,87,2049,21,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785794020004","59841833010538",2003,39,89,5321,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54179164010538","59842149010538",2003,39,91,4513,13,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54181443010538","59842363010538",2003,39,95,3536,20,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785274020004","59843198010538",2003,39,103,2918,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54179121010538","59852459010538",2003,39,117,3433,19,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54174000010538","59853254010538",2003,39,119,1245,18,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54173681010538","59853380010538",2003,39,121,2146,23,6,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784338020004","59853505010538",2003,39,121,2557,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783714020004","59853848010538",2003,39,123,4133,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785248020004","59853997010538",2003,39,125,4746,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54174978010538","59854367010538",2003,39,127,3072,28,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784845020004","59854663010538",2003,39,131,4667,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784585020004","166486779010661",2003,39,133,7027,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54176491010538","59855376010538",2003,39,135,1422,7,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54174693010538","59856286010538",2003,39,141,3077,2,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54172663010538","59857241010538",2003,39,145,4951,22,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783298020004","59857649010538",2003,39,147,2356,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784858020004","59857764010538",2003,39,149,4760,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783311020004","59858024010538",2003,39,151,4891,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54180905010538","59858451010538",2003,39,155,3843,27,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54178515010538","59859396010538",2003,39,157,3047,9,7,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"54175830010538","59860065010538",2003,39,165,2505,6,8,2003,1,1,1,"",2005-04-14,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785261020004","59861002010538",2003,39,169,4688,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784871020004","59861583010538",2003,39,171,1745,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783324020004","59862013010538",2003,39,175,2269,1,6,2003,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783272020004","59883461010538",2004,39,1,3849,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783675020004","59883608010538",2004,39,3,4198,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784806020004","59884250010538",2004,39,7,1271,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783987020004","59884410010538",2004,39,9,5426,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785625020004","59884841010538",2004,39,11,5817,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709381010538","59884897010538",2004,39,13,3399,22,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708365010538","59885224010538",2004,39,13,4479,21,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784299020004","59886173010538",2004,39,21,2707,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783688020004","59886350010538",2004,39,23,2610,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56707345010538","59886638010538",2004,39,25,5374,24,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708507010538","59886738010538",2004,39,27,3456,23,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709462010538","59887136010538",2004,39,29,2347,3,8,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785664020004","59871997010538",2004,39,35,3510,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709633010538","59872676010538",2004,39,41,3878,30,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784312020004","59873437010538",2004,39,49,5006,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56707302010538","59873691010538",2004,39,53,3579,8,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784832020004","59873806010538",2004,39,53,4620,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785677020004","59874817010538",2004,39,57,2554,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785638020004","59891801010538",2004,39,59,2204,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709551010538","59875046010538",2004,39,59,2535,15,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708562010538","59875667010538",2004,39,61,2063,28,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785209020004","59876081010538",2004,39,63,4123,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783155020004","73485335010538",2004,39,69,3441,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708410010538","59877102010538",2004,39,73,5262,19,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709665010538","59877582010538",2004,39,75,1717,14,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56711434010538","59878049010538",2004,39,77,3789,27,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784325020004","59878662010538",2004,39,79,3528,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709414010538","59879090010538",2004,39,81,5147,4,8,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709586010538","59880373010538",2004,39,89,1536,1,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784793020004","59881264010538",2004,39,93,2962,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786054020004","59881851010538",2004,39,101,2233,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56711392010538","59882113010538",2004,39,103,4704,2,7,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56709711010538","59882851010538",2004,39,107,4902,5,8,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708610010538","59862539010538",2004,39,113,1116,29,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784013020004","59862628010538",2004,39,113,2839,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784884020004","59862642010538",2004,39,115,3799,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42786080020004","59863186010538",2004,39,117,4997,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784351020004","59864114010538",2004,39,125,3156,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42785690020004","59864297010538",2004,39,127,5835,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783727020004","59864663010538",2004,39,129,4842,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42784026020004","59865339010538",2004,39,133,1284,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"42783337020004","59865724010538",2004,39,139,4108,1,6,2004,1,,1,"",2012-06-06,"20004","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
"56708460010538","59865858010538",2004,39,141,4924,22,6,2004,1,1,1,"",2005-10-31,"10538","",2019-06-14,"126144","1","2","1","2","2",,,,,,1
