"CN","PLT_CN","VVT_CN","INVYR","STATECD","COUNTYCD","PLOT","SUBP","VEG_SUBP_STATUS_CD","VEG_SUBP_NONSAMPLE_REASN_CD","SUBP_ACCESSIBLE_FOREST_PCT","DETAILED_NONFOREST_LAND_USE","TOTAL_CANOPY_COVER_LAYER_1","TOTAL_CANOPY_COVER_LAYER_2","TOTAL_CANOPY_COVER_LAYER_3","TOTAL_CANOPY_COVER_LAYER_4","CRYPTO_CRUST_COVER_PCT","LICHEN_COVER_PCT","LITTER_DUFF_COVER_PCT","MINERAL_SOIL_COVER_PCT","MOSS_COVER_PCT","ROAD_TRAIL_COVER_PCT","ROCK_COVER_PCT","STANDING_WATER_COVER_PCT","STREAM_LAKE_COVER_PCT","TRASH_JUNK_COVER_PCT","WOOD_COVER_PCT","VEG_SUBP_STATUS_CD_PRE2004","VEG_SUBP_NONSMP_RSN_CD_PRE2004","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
"69781010760","59801189010538","487010760",2001,39,145,33,4,1,,100,,15,10,35,35,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"216281339010661","59803170010538","216281331010661",2001,39,157,295,1,2,,,,,,,,,,,,,,,,,,,2,,"",2009-09-25,"10661","",,""
"216281351010661","59803170010538","216281331010661",2001,39,157,295,2,3,10,,,,,,,,,,,,,,,,,,2,,"",2009-09-25,"10661","",,""
"216281354010661","59803170010538","216281331010661",2001,39,157,295,3,2,,,,,,,,,,,,,,,,,,,2,,"",2009-09-25,"10661","",,""
"216281363010661","59803170010538","216281331010661",2001,39,157,295,4,2,,,,,,,,,,,,,,,,,,,2,,"",2009-09-25,"10661","",,""
"70218010760","59804300010538","597010760",2001,39,167,404,1,1,,100,,17,35,20,35,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70219010760","59804300010538","597010760",2001,39,167,404,2,1,,100,,15,15,45,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70220010760","59804300010538","597010760",2001,39,167,404,3,1,,100,,5,5,30,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70221010760","59804300010538","597010760",2001,39,167,404,4,1,,100,,25,20,5,30,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70242010760","59806958010538","603010760",2002,39,115,3640,1,1,,100,,85,50,55,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70243010760","59806958010538","603010760",2002,39,115,3640,2,1,,100,,99,99,15,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70244010760","59806958010538","603010760",2002,39,115,3640,3,1,,100,,65,50,75,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70245010760","59806958010538","603010760",2002,39,115,3640,4,1,,100,,65,95,40,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70838010760","59807612010538","752010760",2002,39,119,1949,1,1,,100,,85,75,65,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70839010760","59807612010538","752010760",2002,39,119,1949,2,1,,100,,80,40,65,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70840010760","59807612010538","752010760",2002,39,119,1949,3,1,,100,,65,95,75,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70841010760","59807612010538","752010760",2002,39,119,1949,4,1,,100,,85,75,50,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70290010760","59809293010538","615010760",2002,39,131,2188,1,1,,100,,60,45,35,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70291010760","59809293010538","615010760",2002,39,131,2188,2,1,,100,,40,30,35,98,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70292010760","59809293010538","615010760",2002,39,131,2188,3,1,,100,,65,50,70,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70293010760","59809293010538","615010760",2002,39,131,2188,4,1,,100,,80,40,70,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70306010760","59811100010538","619010760",2002,39,141,5316,1,1,,100,,55,5,15,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70307010760","59811100010538","619010760",2002,39,141,5316,2,1,,100,,30,15,95,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70308010760","59811100010538","619010760",2002,39,141,5316,3,1,,100,,90,5,15,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70309010760","59811100010538","619010760",2002,39,141,5316,4,1,,100,,70,20,50,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69774010760","59811889010538","486010760",2002,39,145,2227,1,1,,100,,15,28,3,35,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69775010760","59811889010538","486010760",2002,39,145,2227,2,1,,100,,95,16,25,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69776010760","59811889010538","486010760",2002,39,145,2227,3,1,,83,,70,50,68,73,,,,,,,,,,,,1,,"",2005-12-21,"10760","",2009-09-21,"10661"
"69777010760","59811889010538","486010760",2002,39,145,2227,4,1,,100,,10,20,64,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71330010760","59813380010538","875010760",2002,39,153,3576,1,1,,100,,100,85,35,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71331010760","59813380010538","875010760",2002,39,153,3576,2,1,,100,,100,95,30,20,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71332010760","59813380010538","875010760",2002,39,153,3576,3,1,,100,,85,65,45,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71333010760","59813380010538","875010760",2002,39,153,3576,4,1,,100,,100,85,20,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71290010760","59813781010538","865010760",2002,39,155,5061,1,1,,100,,90,50,75,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71291010760","59813781010538","865010760",2002,39,155,5061,2,1,,100,,90,80,70,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71292010760","59813781010538","865010760",2002,39,155,5061,3,1,,100,,99,90,60,55,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71293010760","59813781010538","865010760",2002,39,155,5061,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70222010760","59815863010538","598010760",2002,39,167,2110,1,1,,100,,50,40,60,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70223010760","59815863010538","598010760",2002,39,167,2110,2,1,,100,,45,35,65,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70224010760","59815863010538","598010760",2002,39,167,2110,3,1,,100,,40,50,60,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70225010760","59815863010538","598010760",2002,39,167,2110,4,1,,100,,40,30,65,60,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70814010760","59819472010538","746010760",2002,39,59,1944,1,1,,100,,90,35,0,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70815010760","59819472010538","746010760",2002,39,59,1944,2,1,,100,,95,45,1,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70816010760","59819472010538","746010760",2002,39,59,1944,3,3,10,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70817010760","59819472010538","746010760",2002,39,59,1944,4,1,,100,,20,3,0,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70274010760","59821617010538","611010760",2002,39,73,4384,1,1,,100,,65,55,45,60,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70275010760","59821617010538","611010760",2002,39,73,4384,2,1,,100,,60,45,45,55,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70276010760","59821617010538","611010760",2002,39,73,4384,3,1,,100,,70,25,65,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70214010760","59826469010538","596010760",2002,39,105,2981,1,1,,100,,30,25,45,10,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70215010760","59826469010538","596010760",2002,39,105,2981,2,1,,100,,65,85,20,35,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70216010760","59826469010538","596010760",2002,39,105,2981,3,1,,100,,35,40,85,15,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70217010760","59826469010538","596010760",2002,39,105,2981,4,1,,100,,18,15,65,80,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69790010760","59827371010538","490010760",2002,39,1,5656,1,1,,100,,95,95,30,65,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69791010760","59827371010538","490010760",2002,39,1,5656,2,1,,100,,99,99,60,60,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69792010760","59827371010538","490010760",2002,39,1,5656,3,1,,100,,70,60,50,70,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69793010760","59827371010538","490010760",2002,39,1,5656,4,1,,100,,85,60,17,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71318010760","59828166010538","872010760",2002,39,7,5352,1,1,,100,,30,15,60,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71319010760","59828166010538","872010760",2002,39,7,5352,2,1,,100,,30,55,70,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71320010760","59828166010538","872010760",2002,39,7,5352,3,1,,100,,40,65,80,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71321010760","59828166010538","872010760",2002,39,7,5352,4,1,,100,,50,70,75,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70210010760","59829816010538","595010760",2002,39,13,2644,1,1,,100,,35,5,15,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70211010760","59829816010538","595010760",2002,39,13,2644,2,1,,100,,30,10,12,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70212010760","59829816010538","595010760",2002,39,13,2644,3,1,,100,,35,10,20,95,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70213010760","59829816010538","595010760",2002,39,13,2644,4,1,,100,,45,12,15,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"69798010760","59830348010538","492010760",2002,39,15,2715,1,3,10,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"69799010760","59830348010538","492010760",2002,39,15,2715,2,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"69800010760","59830348010538","492010760",2002,39,15,2715,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"69801010760","59830348010538","492010760",2002,39,15,2715,4,1,,100,,100,37,15,65,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70850010760","59832243010538","755010760",2002,39,31,4927,1,1,,100,,85,70,85,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70851010760","59832243010538","755010760",2002,39,31,4927,2,1,,100,,65,20,95,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70852010760","59832243010538","755010760",2002,39,31,4927,3,1,,100,,40,60,70,85,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70853010760","59832243010538","755010760",2002,39,31,4927,4,1,,100,,45,60,95,75,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71346010760","59832674010538","879010760",2002,39,35,5793,1,1,,74,,15,20,20,60,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71347010760","59832674010538","879010760",2002,39,35,5793,2,1,,100,,45,6,40,89,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"71348010760","59832674010538","879010760",2002,39,35,5793,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71349010760","59832674010538","879010760",2002,39,35,5793,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70202010760","59833508010538","593010760",2002,39,111,3407,1,1,,100,,80,25,30,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70203010760","59833508010538","593010760",2002,39,111,3407,2,3,10,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70204010760","59833508010538","593010760",2002,39,111,3407,3,1,,100,,80,30,45,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70205010760","59833508010538","593010760",2002,39,111,3407,4,1,,100,,85,100,50,40,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70310010760","59835507010538","620010760",2003,39,49,1720,1,1,,100,,100,5,0,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70311010760","59835507010538","620010760",2003,39,49,1720,2,1,,100,,40,85,30,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70312010760","59835507010538","620010760",2003,39,49,1720,3,3,10,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70313010760","59835507010538","620010760",2003,39,49,1720,4,1,,100,,100,3,0,0,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70254010760","59835838010538","606010760",2003,39,53,2364,1,1,,96,,80,50,65,70,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70255010760","59835838010538","606010760",2003,39,53,2364,2,1,,100,,90,3,10,99,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
"70256010760","59835838010538","606010760",2003,39,53,2364,3,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"70257010760","59835838010538","606010760",2003,39,53,2364,4,2,,,,,,,,,,,,,,,,,,,2,,"",2005-12-21,"10760","",,""
"71342010760","59836584010538","878010760",2003,39,55,1176,1,1,,98,,70,50,60,90,,,,,,,,,,,,1,,"",2005-12-21,"10760","",,""
