"CN","PLT_CN","VVT_CN","INVYR","STATECD","COUNTYCD","PLOT","VEG_FLDSPCD","UNIQUE_SP_NBR","VEG_SPCD","SPECIMEN_COLLECTED","SPECIMEN_LABEL_NBR","SPECIMEN_NOT_COLLECTED_REASON","SPECIMEN_RESOLVED","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","UPDATED_UNKNOWN_SPECIES_DATE"
"26371010760","59782247010538","610010760",2001,39,9,598,"ROPS",1,"ROPS","",,,"","",2005-12-21,"10760","",,"",
"26372010760","59782247010538","610010760",2001,39,9,598,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"26373010760","59782247010538","610010760",2001,39,9,598,"RUPE3",1,"RUPE3","",,,"","",2005-12-21,"10760","",,"",
"26374010760","59782247010538","610010760",2001,39,9,598,"SAAL5",1,"SAAL5","",,,"","",2005-12-21,"10760","",,"",
"26375010760","59782247010538","610010760",2001,39,9,598,"SOGI",1,"SOGI","",,,"","",2005-12-21,"10760","",,"",
"26376010760","59782247010538","610010760",2001,39,9,598,"SOLID",1,"SOLID","",,,"","",2005-12-21,"10760","",,"",
"26377010760","59782247010538","610010760",2001,39,9,598,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"26378010760","59782247010538","610010760",2001,39,9,598,"TRIFO",1,"TRIFO","",,,"","",2005-12-21,"10760","",,"",
"26379010760","59782247010538","610010760",2001,39,9,598,"ULAM",1,"ULAM","",,,"","",2005-12-21,"10760","",,"",
"26380010760","59782247010538","610010760",2001,39,9,598,"UNFUZZYJEW",1,"LEVU","",,,"","",2005-12-21,"10760","",,"",
"26381010760","59782247010538","610010760",2001,39,9,598,"UNFUZZYPOT",1,"AGGR2","",,,"","",2005-12-21,"10760","",,"",
"26382010760","59782247010538","610010760",2001,39,9,598,"UNGRASS10",1,"DICL","",,,"","",2005-12-21,"10760","",,"",
"26383010760","59782247010538","610010760",2001,39,9,598,"UNGRASS9",1,"AGST2","",,,"","",2005-12-21,"10760","",,"",
"26384010760","59782247010538","610010760",2001,39,9,598,"UNHAWTHRN4",1,"CRATA","",,,"","",2005-12-21,"10760","",,"",
"26385010760","59782247010538","610010760",2001,39,9,598,"UNHORSE",1,"EQAR","",,,"","",2005-12-21,"10760","",,"",
"26386010760","59782247010538","610010760",2001,39,9,598,"UNSEDGE",1,"CACA15","",,,"","",2005-12-21,"10760","",,"",
"26387010760","59782247010538","610010760",2001,39,9,598,"UNSIMPOFF",1,"VEOF2","",,,"","",2005-12-21,"10760","",,"",
"26388010760","59782247010538","610010760",2001,39,9,598,"UNSTRFRUIT",1,"OEFR","",,,"","",2005-12-21,"10760","",,"",
"26389010760","59782247010538","610010760",2001,39,9,598,"UNVIOLA1",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"26390010760","59782247010538","610010760",2001,39,9,598,"VIOLA",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"26391010760","59782247010538","610010760",2001,39,9,598,"VIVU",1,"VIVU","",,,"","",2005-12-21,"10760","",,"",
"27092010760","59784375010538","621010760",2001,39,25,401,"ACSA3",1,"ACSA3","",,,"","",2005-12-21,"10760","",,"",
"27093010760","59784375010538","621010760",2001,39,25,401,"ALPE4",1,"ALPE4","",,,"","",2005-12-21,"10760","",,"",
"27094010760","59784375010538","621010760",2001,39,25,401,"ASPL",1,"ASPL","",,,"","",2005-12-21,"10760","",,"",
"27095010760","59784375010538","621010760",2001,39,25,401,"BRIN2",1,"BRIN2","",,,"","",2005-12-21,"10760","",,"",
"27096010760","59784375010538","621010760",2001,39,25,401,"CACA18",1,"CACA18","",,,"","",2005-12-21,"10760","",,"",
"27097010760","59784375010538","621010760",2001,39,25,401,"CACO15",1,"CACO15","",,,"","",2005-12-21,"10760","",,"",
"27098010760","59784375010538","621010760",2001,39,25,401,"CAOV2",1,"CAOV2","",,,"","",2005-12-21,"10760","",,"",
"27099010760","59784375010538","621010760",2001,39,25,401,"CECA4",1,"CECA4","",,,"","",2005-12-21,"10760","",,"",
"27100010760","59784375010538","621010760",2001,39,25,401,"CIRCA",1,"CIRCA","",,,"","",2005-12-21,"10760","",,"",
"27102010760","59784375010538","621010760",2001,39,25,401,"EUPAT",1,"EUPAT","",,,"","",2005-12-21,"10760","",,"",
"27103010760","59784375010538","621010760",2001,39,25,401,"EUPU10",1,"EUPU21","",,,"","",2005-12-21,"10760","",2018-12-12,"126144",
"27105010760","59784375010538","621010760",2001,39,25,401,"FRAM2",1,"FRAM2","",,,"","",2005-12-21,"10760","",,"",
"27106010760","59784375010538","621010760",2001,39,25,401,"GACI2",1,"GACI2","",,,"","",2005-12-21,"10760","",,"",
"27107010760","59784375010538","621010760",2001,39,25,401,"GAPI2",1,"GAPI2","",,,"","",2005-12-21,"10760","",,"",
"27108010760","59784375010538","621010760",2001,39,25,401,"GECA7",1,"GECA7","",,,"","",2005-12-21,"10760","",,"",
"27109010760","59784375010538","621010760",2001,39,25,401,"HYPU",1,"HYPU","",,,"","",2005-12-21,"10760","",,"",
"27110010760","59784375010538","621010760",2001,39,25,401,"IMCA",1,"IMCA","",,,"","",2005-12-21,"10760","",,"",
"27111010760","59784375010538","621010760",2001,39,25,401,"JUNI",1,"JUNI","",,,"","",2005-12-21,"10760","",,"",
"27112010760","59784375010538","621010760",2001,39,25,401,"LITU",1,"LITU","",,,"","",2005-12-21,"10760","",,"",
"27113010760","59784375010538","621010760",2001,39,25,401,"LOJA",1,"LOJA","",,,"","",2005-12-21,"10760","",,"",
"27114010760","59784375010538","621010760",2001,39,25,401,"OXST",1,"OXST","",,,"","",2005-12-21,"10760","",,"",
"27115010760","59784375010538","621010760",2001,39,25,401,"PAQU2",1,"PAQU2","",,,"","",2005-12-21,"10760","",,"",
"27116010760","59784375010538","621010760",2001,39,25,401,"PHAM4",1,"PHAM4","",,,"","",2005-12-21,"10760","",,"",
"27117010760","59784375010538","621010760",2001,39,25,401,"POR5",1,"PORE5","",,,"","",2005-12-21,"10760","",,"",
"27118010760","59784375010538","621010760",2001,39,25,401,"PORE5",1,"PORE5","",,,"","",2005-12-21,"10760","",,"",
"27119010760","59784375010538","621010760",2001,39,25,401,"POVI2",1,"POVI2","",,,"","",2005-12-21,"10760","",,"",
"27120010760","59784375010538","621010760",2001,39,25,401,"PRSE2",1,"PRSE2","",,,"","",2005-12-21,"10760","",,"",
"27121010760","59784375010538","621010760",2001,39,25,401,"QUAL",1,"QUAL","",,,"","",2005-12-21,"10760","",,"",
"27122010760","59784375010538","621010760",2001,39,25,401,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"27123010760","59784375010538","621010760",2001,39,25,401,"RUPE3",1,"RUPE3","",,,"","",2005-12-21,"10760","",,"",
"27124010760","59784375010538","621010760",2001,39,25,401,"SAAL5",1,"SAAL5","",,,"","",2005-12-21,"10760","",,"",
"27125010760","59784375010538","621010760",2001,39,25,401,"SMILACINA",1,"MAIAN","",,,"","",2005-12-21,"10760","",,"",
"27126010760","59784375010538","621010760",2001,39,25,401,"SOLID",1,"SOLID","",,,"","",2005-12-21,"10760","",,"",
"27127010760","59784375010538","621010760",2001,39,25,401,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"27128010760","59784375010538","621010760",2001,39,25,401,"ULAM",1,"ULAM","",,,"","",2005-12-21,"10760","",,"",
"27130010760","59784375010538","621010760",2001,39,25,401,"UNASTER11",1,"ERST3","",,,"","",2005-12-21,"10760","",,"",
"27133010760","59784375010538","621010760",2001,39,25,401,"UNGRASS01",1,"DIDI6","",,,"","",2005-12-21,"10760","",,"",
"27135010760","59784375010538","621010760",2001,39,25,401,"UNGRASS7",1,"CAREX","",,,"","",2005-12-21,"10760","",,"",
"27136010760","59784375010538","621010760",2001,39,25,401,"UNKNOWN",1,"RUST2","",,,"","",2005-12-21,"10760","",,"",
"27137010760","59784375010538","621010760",2001,39,25,401,"UNLTLMAY",1,"GEMA","",,,"","",2005-12-21,"10760","",,"",
"27144010760","59784375010538","621010760",2001,39,25,401,"UNVIOLA11",1,"GEUM","",,,"","",2005-12-21,"10760","",,"",
"27145010760","59784375010538","621010760",2001,39,25,401,"UNVIOLA12",1,"VIOLA","",,,"","",2005-12-21,"10760","",,"",
"27146010760","59784375010538","621010760",2001,39,25,401,"VITIS",1,"VITIS","",,,"","",2005-12-21,"10760","",,"",
"31243010760","59784920010538","743010760",2001,39,29,606,"ACMI2",1,"ACMI2","",,,"","",2005-12-21,"10760","",,"",
"31244010760","59784920010538","743010760",2001,39,29,606,"ACRU",1,"ACRU","",,,"","",2005-12-21,"10760","",,"",
"31245010760","59784920010538","743010760",2001,39,29,606,"ALPE4",1,"ALPE4","",,,"","",2005-12-21,"10760","",,"",
"31246010760","59784920010538","743010760",2001,39,29,606,"AMAR2",1,"AMAR2","",,,"","",2005-12-21,"10760","",,"",
"31247010760","59784920010538","743010760",2001,39,29,606,"ASPL",1,"ASPL","",,,"","",2005-12-21,"10760","",,"",
"31248010760","59784920010538","743010760",2001,39,29,606,"BRIN2",1,"BRIN2","",,,"","",2005-12-21,"10760","",,"",
"31249010760","59784920010538","743010760",2001,39,29,606,"CIAR4",1,"CIAR4","",,,"","",2005-12-21,"10760","",,"",
"31250010760","59784920010538","743010760",2001,39,29,606,"COAM2",1,"COAM2","",,,"","",2005-12-21,"10760","",,"",
"31251010760","59784920010538","743010760",2001,39,29,606,"CRATA",1,"CRATA","",,,"","",2005-12-21,"10760","",,"",
"31252010760","59784920010538","743010760",2001,39,29,606,"DEPA6",1,"DEPA6","",,,"","",2005-12-21,"10760","",,"",
"31253010760","59784920010538","743010760",2001,39,29,606,"DRIN5",1,"DRIN5","",,,"","",2005-12-21,"10760","",,"",
"31254010760","59784920010538","743010760",2001,39,29,606,"ELAN",1,"ELAN","",,,"","",2005-12-21,"10760","",,"",
"31255010760","59784920010538","743010760",2001,39,29,606,"ELRE4",1,"ELRE4","",,,"","",2005-12-21,"10760","",,"",
"31256010760","59784920010538","743010760",2001,39,29,606,"FRAM2",1,"FRAM2","",,,"","",2005-12-21,"10760","",,"",
"31257010760","59784920010538","743010760",2001,39,29,606,"GALIU",1,"GALIU","",,,"","",2005-12-21,"10760","",,"",
"31258010760","59784920010538","743010760",2001,39,29,606,"IMCA",1,"IMCA","",,,"","",2005-12-21,"10760","",,"",
"31259010760","59784920010538","743010760",2001,39,29,606,"MALUS",1,"MALUS","",,,"","",2005-12-21,"10760","",,"",
"31260010760","59784920010538","743010760",2001,39,29,606,"OXALI",1,"OXALI","",,,"","",2005-12-21,"10760","",,"",
"31261010760","59784920010538","743010760",2001,39,29,606,"PAQU2",1,"PAQU2","",,,"","",2005-12-21,"10760","",,"",
"31262010760","59784920010538","743010760",2001,39,29,606,"PHAM4",1,"PHAM4","",,,"","",2005-12-21,"10760","",,"",
"31265010760","59784920010538","743010760",2001,39,29,606,"PORE5",1,"PORE5","",,,"","",2005-12-21,"10760","",,"",
"31263010760","59784920010538","743010760",2001,39,29,606,"PIST",1,"PIST","",,,"","",2005-12-21,"10760","",,"",
"31264010760","59784920010538","743010760",2001,39,29,606,"POAC4",1,"POAC4","",,,"","",2005-12-21,"10760","",,"",
"31266010760","59784920010538","743010760",2001,39,29,606,"PRSE2",1,"PRSE2","",,,"","",2005-12-21,"10760","",,"",
"31267010760","59784920010538","743010760",2001,39,29,606,"PRVI",1,"PRVI","",,,"","",2005-12-21,"10760","",,"",
"31268010760","59784920010538","743010760",2001,39,29,606,"QUVE",1,"QUVE","",,,"","",2005-12-21,"10760","",,"",
"31269010760","59784920010538","743010760",2001,39,29,606,"RHGL",1,"RHGL","",,,"","",2005-12-21,"10760","",,"",
"31270010760","59784920010538","743010760",2001,39,29,606,"ROMV",1,"ROMU","",,,"","",2005-12-21,"10760","",,"",
"31271010760","59784920010538","743010760",2001,39,29,606,"ROPS",1,"ROPS","",,,"","",2005-12-21,"10760","",,"",
"31272010760","59784920010538","743010760",2001,39,29,606,"RUAC3",1,"RUAC3","",,,"","",2005-12-21,"10760","",,"",
"31273010760","59784920010538","743010760",2001,39,29,606,"RUOC",1,"RUOC","",,,"","",2005-12-21,"10760","",,"",
"31274010760","59784920010538","743010760",2001,39,29,606,"RUPE3",1,"RUPE3","",,,"","",2005-12-21,"10760","",,"",
"31275010760","59784920010538","743010760",2001,39,29,606,"SILA21",1,"SILA21","",,,"","",2005-12-21,"10760","",,"",
"31276010760","59784920010538","743010760",2001,39,29,606,"SOGI",1,"SOGI","",,,"","",2005-12-21,"10760","",,"",
"31277010760","59784920010538","743010760",2001,39,29,606,"STME2",1,"STME2","",,,"","",2005-12-21,"10760","",,"",
"31278010760","59784920010538","743010760",2001,39,29,606,"TAOF",1,"TAOF","",,,"","",2005-12-21,"10760","",,"",
"31279010760","59784920010538","743010760",2001,39,29,606,"TORA2",1,"TORA2","",,,"","",2005-12-21,"10760","",,"",
"31280010760","59784920010538","743010760",2001,39,29,606,"ULAM",1,"ULAM","",,,"","",2005-12-21,"10760","",,"",
"31281010760","59784920010538","743010760",2001,39,29,606,"UNAMELA",1,"AMELA","",,,"","",2005-12-21,"10760","",,"",
"31282010760","59784920010538","743010760",2001,39,29,606,"UNERIGE2",1,"2FD","",,,"","",2005-12-21,"10760","",,"",
"31283010760","59784920010538","743010760",2001,39,29,606,"UNEUPHO",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31284010760","59784920010538","743010760",2001,39,29,606,"UNGRASS5",1,"2GRAM","",,,"","",2005-12-21,"10760","",,"",
"31285010760","59784920010538","743010760",2001,39,29,606,"UNRARE",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31286010760","59784920010538","743010760",2001,39,29,606,"UNRARE2",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31287010760","59784920010538","743010760",2001,39,29,606,"UNRARE3",1,"2PLANT","",,,"","",2005-12-21,"10760","",,"",
"31288010760","59784920010538","743010760",2001,39,29,606,"UNSAMBU",1,"SAMBU","",,,"","",2005-12-21,"10760","",,"",
"31289010760","59784920010538","743010760",2001,39,29,606,"UNSOLID",1,"SOLID","",,,"","",2005-12-21,"10760","",,"",
"31290010760","59784920010538","743010760",2001,39,29,606,"VEAM2",1,"VEAM2","",,,"","",2005-12-21,"10760","",,"",
"31291010760","59784920010538","743010760",2001,39,29,606,"VILA8",1,"VILA8","",,,"","",2005-12-21,"10760","",,"",
