"CN","ESTN_UNIT_CN","RSCD","EVALID","ESTN_UNIT","STRATUMCD","STRATUM_DESCR","STATECD","P1POINTCNT","P2POINTCNT","EXPNS","ADJ_FACTOR_MACR","ADJ_FACTOR_SUBP","ADJ_FACTOR_MICR","ADJ_FACTOR_CWD","ADJ_FACTOR_FWD_SM","ADJ_FACTOR_FWD_LG","ADJ_FACTOR_DUFF","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","ADJ_FACTOR_PILE","ADJ_FACTOR_REGEN_MICR","ADJ_FACTOR_INV_SUBP","ADJ_FACTOR_P2VEG_SUBP","ADJ_FACTOR_GRNDLYR_QUAD"
"71111203010538","197833490010661",24,395551,75,5,"Population 75 Stratum 5",39,14219395,4,9623.5088,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111204010538","197833490010661",24,395551,75,6,"Population 75 Stratum 6",39,11450816,5,6199.8153,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111205010538","197833491010661",24,395551,79,1,"Population 79 Stratum 1",39,20914807,8,6989.9899,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111206010538","197833491010661",24,395551,79,2,"Population 79 Stratum 2",39,10533400,4,7040.7879,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111207010538","197833491010661",24,395551,79,3,"Population 79 Stratum 3",39,14109618,4,9431.2214,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111208010538","197833491010661",24,395551,79,4,"Population 79 Stratum 4",39,19201447,4,12834.7272,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111209010538","197833491010661",24,395551,79,5,"Population 79 Stratum 5",39,35240728,14,6730.2239,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111210010538","197833492010661",24,395551,81,1,"Population 81 Stratum 1",39,9653567,4,6326.6823,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111211010538","197833492010661",24,395551,81,2,"Population 81 Stratum 2",39,13459868,4,8821.2273,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111212010538","197833492010661",24,395551,81,3,"Population 81 Stratum 3",39,14869744,4,9745.2213,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71111213010538","197833492010661",24,395551,81,4,"Population 81 Stratum 4",39,16040809,4,10512.7051,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"668287213126144","669599251126144",24,391801,11,4,"Canopy cover 66 - 80",39,1156884,52,4.9477889225168246664017928627934889745E03,0,1.04739296036717407618631654414787512772E00,1.0452261306532663316582914572864321608E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287214126144","669599251126144",24,391801,11,5,"Canopy cover 81 - 100",39,1305422,47,6.1770022909321170482107436618215037601E03,0,1.0502793296089385474860335195530726257E00,1.0502793296089385474860335195530726257E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287196126144","669599252126144",24,391801,8,1,"Canopy cover 0 - 5",39,1621614,64,5.6349778618288667706838206414933665729E03,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287197126144","669599252126144",24,391801,8,2,"Canopy cover 6 - 50",39,1264406,42,6.6951754236280550992994781009448720595E03,0,1.01270940660436992789316127947056709605E00,1.01204819277108433734939759036144578313E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287200126144","669599252126144",24,391801,8,3,"Canopy cover 51 - 65",39,465322,16,6.46782568138146795345411864609204488969E03,0,1.06242885046792022646733376574187547378E00,1.06666666666666666666666666666666666667E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287199126144","669599252126144",24,391801,8,4,"Canopy cover 66 - 80",39,935380,31,6.7104414115462715938800212011983953382E03,0,1.05643496003642860370582389420056056484E00,1.05084745762711864406779661016949152542E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287198126144","669599252126144",24,391801,8,5,"Canopy cover 81 - 100",39,4069592,123,7.3581809300043602100822019766676173912E03,0,1.01924444552795561291535516285346879462E00,1.02074688796680497925311203319502074689E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287216126144","669599253126144",24,391801,12,1,"Canopy cover 0 - 5",39,26828903,994,6.00262550728572229856558952851755575945E03,0,1.00025157232704402515723270440251572327E00,1.00025157232704402515723270440251572327E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287217126144","669599253126144",24,391801,12,2,"Canopy cover 6 - 50",39,3375419,104,7.2180364335970213091750311863415779106E03,0,1.00970873786407766990291262135922330097E00,1.00970873786407766990291262135922330097E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287220126144","669599253126144",24,391801,12,3,"Canopy cover 51 - 65",39,601224,22,6.0776872256088839518495157166563617614E03,0,1.01372393283784043441572477505811518033E00,1.01268554355482269855472281093519944888E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287219126144","669599253126144",24,391801,12,4,"Canopy cover 66 - 80",39,1235364,45,6.1053019262591739856040992280714872475E03,0,1.02272727272727272727272727272727272727E00,1.02272727272727272727272727272727272727E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287218126144","669599253126144",24,391801,12,5,"Canopy cover 81 - 100",39,1340074,43,6.9308267678800823902029524242876416329E03,0,1.0377071903069074520600997531029134281E00,1.04242424242424242424242424242424242424E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287229126144","669599254126144",24,391801,19,12345,"Canopy cover 0 - 100",39,1068723,116,2.0489534482758620689655172413793103448E03,0,1.02758651676092824086968119447223652575E00,1.02896397883623340177983979793702124845E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287224126144","669599255126144",24,391801,15,12345,"Canopy cover 0 - 100",39,650534,25,5787.016,0,1.05503986847957402723108542459467583837E00,1.05814843071296983113009194251714464995E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287191126144","669599256126144",24,391801,7,1,"Canopy cover 0 - 5",39,4218147,155,6.0522199866455197903794001008219886008E03,0,1.0052014114610198489470220139692775299E00,1.00486223662884927066450567260940032415E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287192126144","669599256126144",24,391801,7,2,"Canopy cover 6 - 50",39,2655199,70,8.4357505481834478260370079193774582372E03,0,1.01314279224382456540986641003084310602E00,1.01449275362318840579710144927536231884E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287195126144","669599256126144",24,391801,7,3,"Canopy cover 51 - 65",39,682497,23,6.5992959298186902680671029631758379138E03,0,1.02222222222222222222222222222222222222E00,1.02222222222222222222222222222222222222E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287193126144","669599256126144",24,391801,7,4,"Canopy cover 66 - 80",39,1255513,42,6.6480858107693906247147589338761116862E03,0,1.01459776694278622799485405675442494471E00,1.01204819277108433734939759036144578313E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287194126144","669599256126144",24,391801,7,5,"Canopy cover 81 - 100",39,4755385,175,6.04327459005119315580022392365902129971E03,0,1.0441909298699831332137438367301630022E00,1.04321907600596125186289120715350223547E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287221126144","669599257126144",24,391801,13,12345,"Canopy cover 0 - 100",39,845899,32,5878.8625,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287226126144","669599258126144",24,391801,16,5,"Canopy cover 81 - 100",39,453711,19,5.31068502059198090842080828542888276211E03,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287225126144","669599258126144",24,391801,16,1234,"Canopy cover 0 - 80",39,450959,15,6.6860656405834908493336428384567485013E03,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287223126144","669599259126144",24,391801,14,12345,"Canopy cover 0 - 100",39,456486,16,6345,0,1.01587301587301587301587301587301587302E00,1.01587301587301587301587301587301587302E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287227126144","669599260126144",24,391801,17,12345,"Canopy cover 0 - 100",39,350445,13,5.99516923076923076923076923076923076921E03,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287228126144","669599261126144",24,391801,18,12345,"Canopy cover 0 - 100",39,374197,14,5.9442357142857142857142857142857142857E03,0,1.08199538807194372820214023324883722206E00,1.07692307692307692307692307692307692308E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287187126144","669599262126144",24,391801,3,12345,"Canopy cover 0 - 100",39,135791,4,7549.875,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287189126144","669599263126144",24,391801,5,12345,"Canopy cover 0 - 100",39,126971,6,4.70628333333333333333333333333333333332E03,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287206126144","669599264126144",24,391801,10,1,"Canopy cover 0 - 5",39,10745914,385,6.20736600683451497767436415020388013979E03,0,1.00195185426154847104749512036434612882E00,1.00195185426154847104749512036434612882E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287207126144","669599264126144",24,391801,10,2,"Canopy cover 6 - 50",39,4167444,133,6.9685569601238554193668596451344656923E03,0,1.01333333333333333333333333333333333333E00,1.01333333333333333333333333333333333333E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287210126144","669599264126144",24,391801,10,3,"Canopy cover 51 - 65",39,1335289,43,6.9060789403984649160583967126313199072E03,0,1.04996818108054032436984450361924032018E00,1.0520290251382824872618246043997762163E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287209126144","669599264126144",24,391801,10,4,"Canopy cover 66 - 80",39,2165618,65,7.4095736359251672244405031742382728378E03,0,1.06995884773662551440329218106995884774E00,1.06995884773662551440329218106995884774E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287208126144","669599264126144",24,391801,10,5,"Canopy cover 81 - 100",39,3635592,120,6.7378077574997425153369475366665643228E03,0,1.08032842308160207627599413104381971432E00,1.0824846345590959348128474724935467453E00,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"668287190126144","669599265126144",24,391801,6,12345,"Canopy cover 0 - 100",39,345578,13,5911.9,0,1,1,,,,,"",2019-06-13,"126144","",2019-06-13,"126144",,,,,
"71384469010538","197833107010661",24,395441,67,1,"Population 67 Stratum 1",39,100000000,23,11228.5609,0,1.011,1.011,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384470010538","197833108010661",24,395441,71,1,"Population 71 Stratum 1",39,100000000,36,9836.0917,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384471010538","197833109010661",24,395441,75,1,"Population 75 Stratum 1",39,100000000,24,11279.7833,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384472010538","197833110010661",24,395441,79,1,"Population 79 Stratum 1",39,100000000,28,9548.9321,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384473010538","197833111010661",24,395441,81,1,"Population 81 Stratum 1",39,100000000,28,9362.4714,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384474010538","197833112010661",24,395441,83,1,"Population 83 Stratum 1",39,100000000,32,10542.4625,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384475010538","197833113010661",24,395441,87,1,"Population 87 Stratum 1",39,100000000,26,8482.7846,0,1.0297,1.0297,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384476010538","197833114010661",24,395441,99,1,"Population 99 Stratum 1",39,100000000,28,9491.35,0,1.0182,1.0182,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384477010538","197833115010661",24,395441,105,1,"Population 105 Stratum 1",39,100000000,27,10178.9074,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71384478010538","197833116010661",24,395441,111,1,"Population 111 Stratum 1",39,100000000,25,10685.996,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114704010538","197833541010661",24,395552,35,1,"Population 35 Stratum 1",39,48069259,18,7836.1705,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114705010538","197833541010661",24,395552,35,2,"Population 35 Stratum 2",39,18022619,4,13221.0779,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114706010538","197833541010661",24,395552,35,3,"Population 35 Stratum 3",39,13654408,4,10016.6348,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114707010538","197833541010661",24,395552,35,4,"Population 35 Stratum 4",39,10618959,4,7789.8825,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114708010538","197833541010661",24,395552,35,5,"Population 35 Stratum 5",39,9634755,4,7067.8877,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114709010538","197833542010661",24,395552,53,1,"Population 53 Stratum 1",39,16346941,4,11534.1155,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114710010538","197833542010661",24,395552,53,2,"Population 53 Stratum 2",39,16026020,4,11307.6793,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114711010538","197833542010661",24,395552,53,3,"Population 53 Stratum 3",39,8779768,4,6194.8507,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114712010538","197833542010661",24,395552,53,4,"Population 53 Stratum 4",39,5815113,4,4103.042,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114713010538","197833542010661",24,395552,53,5,"Population 53 Stratum 5",39,13001784,4,9173.8313,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114714010538","197833542010661",24,395552,53,6,"Population 53 Stratum 6",39,40030374,12,9414.9105,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114715010538","197833543010661",24,395552,59,1,"Population 59 Stratum 1",39,30552119,8,12756.2353,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114716010538","197833543010661",24,395552,59,2,"Population 59 Stratum 2",39,8883364,5,5934.4247,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114717010538","197833543010661",24,395552,59,3,"Population 59 Stratum 3",39,13279503,6,7392.6772,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114718010538","197833543010661",24,395552,59,4,"Population 59 Stratum 4",39,11231412,4,9378.7625,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114719010538","197833543010661",24,395552,59,5,"Population 59 Stratum 5",39,13008178,4,10862.4465,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114720010538","197833543010661",24,395552,59,6,"Population 59 Stratum 6",39,23045424,11,6997.8268,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114721010538","197833544010661",24,395552,67,1,"Population 67 Stratum 1",39,47931464,9,13754.0401,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114722010538","197833544010661",24,395552,67,2,"Population 67 Stratum 2",39,12994637,4,8389.8899,0,1.0667,1.0667,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114723010538","197833544010661",24,395552,67,3,"Population 67 Stratum 3",39,17028803,7,6282.5823,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114724010538","197833544010661",24,395552,67,4,"Population 67 Stratum 4",39,22045096,8,7116.6254,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114725010538","197833545010661",24,395552,71,1,"Population 71 Stratum 1",39,56730899,25,8035.3418,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114726010538","197833545010661",24,395552,71,2,"Population 71 Stratum 2",39,10187009,4,9018.0242,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114727010538","197833545010661",24,395552,71,3,"Population 71 Stratum 3",39,14173697,7,7169.8456,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114728010538","197833545010661",24,395552,71,4,"Population 71 Stratum 4",39,11293763,5,7998.2204,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114729010538","197833545010661",24,395552,71,5,"Population 71 Stratum 5",39,7614632,4,6740.8339,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114730010538","197833546010661",24,395552,75,1,"Population 75 Stratum 1",39,28247130,9,8496.5798,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114731010538","197833546010661",24,395552,75,2,"Population 75 Stratum 2",39,20511687,4,13882.0534,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114732010538","197833546010661",24,395552,75,3,"Population 75 Stratum 3",39,12922884,4,8746.0464,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114733010538","197833546010661",24,395552,75,4,"Population 75 Stratum 4",39,12648088,4,8560.0679,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114734010538","197833546010661",24,395552,75,5,"Population 75 Stratum 5",39,14219395,4,9623.5088,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114735010538","197833546010661",24,395552,75,6,"Population 75 Stratum 6",39,11450816,5,6199.8153,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114736010538","197833547010661",24,395552,79,1,"Population 79 Stratum 1",39,20914807,8,6989.9899,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114737010538","197833547010661",24,395552,79,2,"Population 79 Stratum 2",39,10533400,4,7040.7879,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114738010538","197833547010661",24,395552,79,3,"Population 79 Stratum 3",39,14109618,4,9431.2214,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114739010538","197833547010661",24,395552,79,4,"Population 79 Stratum 4",39,19201447,4,12834.7272,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114740010538","197833547010661",24,395552,79,5,"Population 79 Stratum 5",39,35240728,14,6730.2239,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114741010538","197833548010661",24,395552,81,1,"Population 81 Stratum 1",39,9653567,4,6326.6823,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114742010538","197833548010661",24,395552,81,2,"Population 81 Stratum 2",39,13459868,4,8821.2273,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114743010538","197833548010661",24,395552,81,3,"Population 81 Stratum 3",39,14869744,4,9745.2213,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114744010538","197833548010661",24,395552,81,4,"Population 81 Stratum 4",39,16040809,4,10512.7051,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114745010538","197833548010661",24,395552,81,5,"Population 81 Stratum 5",39,14602937,4,9570.3633,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114746010538","197833548010661",24,395552,81,6,"Population 81 Stratum 6",39,8129927,4,5328.1306,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114747010538","197833548010661",24,395552,81,7,"Population 81 Stratum 7",39,23243148,8,7616.46,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114748010538","197833549010661",24,395552,83,1,"Population 83 Stratum 1",39,27520770,10,9284.3794,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114749010538","197833549010661",24,395552,83,2,"Population 83 Stratum 2",39,20641599,10,6963.6292,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114750010538","197833549010661",24,395552,83,3,"Population 83 Stratum 3",39,9244326,4,7796.6414,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114751010538","197833549010661",24,395552,83,4,"Population 83 Stratum 4",39,9601568,4,8097.9384,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114752010538","197833549010661",24,395552,83,5,"Population 83 Stratum 5",39,11670528,5,7874.3153,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"71114753010538","197833549010661",24,395552,83,6,"Population 83 Stratum 6",39,11433135,4,9642.6775,0,1,1,,,,,"",2009-04-30,"10661","",2009-04-30,"10661",,,,,
"216121063010661","216136067010661",24,390801,38,1,"Canopy cover 0 - 5",39,1641354,69,5.2902709523664259044552303694924338945E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121070010661","216136067010661",24,390801,38,4,"Canopy cover 66 - 80",39,103443,4,5.7512979178576305665299510743396919426E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121095010661","216136067010661",24,390801,38,5,"Canopy cover 81 - 100",39,207809,5,9.24313076002881857950772968925848664788E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121104010661","216136067010661",24,390801,38,23,"Canopy cover 6 - 51",39,171024,4,9.5087147037854993572326629403427150681E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121129010661","216136068010661",24,390801,39,1,"Canopy cover 0 - 5",39,1703312,64,5.9188726976631170945381207509757325648E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121137010661","216136068010661",24,390801,39,4,"Canopy cover 66 - 80",39,120120,7,3.81629598774713130530727531629647917231E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121139010661","216136068010661",24,390801,39,5,"Canopy cover 81 - 100",39,508414,13,8.69758969120705583403484432786246262299E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121169010661","216136068010661",24,390801,39,23,"Canopy cover 6 - 51",39,232125,6,8.6039015749398101616593947435442912576E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121179010661","216136069010661",24,390801,40,1,"Canopy cover 0 - 5",39,1278675,50,5.6874140393040116499914770932821324399E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121189010661","216136069010661",24,390801,40,2,"Canopy cover 6 - 50",39,184245,5,8.1950268807286263237545091368155824693E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121191010661","216136069010661",24,390801,40,3,"Canopy cover 51 - 65",39,108566,6,4.02408608254038574300854857638615487692E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121202010661","216136069010661",24,390801,40,4,"Canopy cover 66 - 80",39,173185,4,9.6288619117139349092202275832411100026E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121221010661","216136069010661",24,390801,40,5,"Canopy cover 81 - 100",39,566747,20,6.3020799744529115893360698930267048193E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121254010661","216136070010661",24,390801,41,1,"Canopy cover 0 - 5",39,2421349,92,5.8532120806668269335483433649409207556E03,0,1.0027,1.0027,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121262010661","216136070010661",24,390801,41,4,"Canopy cover 66 - 80",39,131052,5,5.82905758424667475057703201883956871248E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121264010661","216136070010661",24,390801,41,5,"Canopy cover 81 - 100",39,416597,15,6176.601406119738630635523323954124589,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121296010661","216136070010661",24,390801,41,23,"Canopy cover 6 - 51",39,234897,4,1.30599698914056172252836001179813945214E04,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121303010661","216136071010661",24,390801,42,1,"Canopy cover 0 - 5",39,1675211,59,6.3145467922017119270432599690406297894E03,0,1.0085,1.0085,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121312010661","216136071010661",24,390801,42,2,"Canopy cover 6 - 50",39,297190,10,6.6093518672747002788473332243969208213E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121337010661","216136071010661",24,390801,42,3,"Canopy cover 51 - 65",39,101994,4,5.6707344994011893085295173532852681975E03,0,1.0667,1.0667,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121339010661","216136071010661",24,390801,42,4,"Canopy cover 66 - 80",39,162863,6,6.03664812162791206250722450803052881838E03,0,1.0435,1.0435,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121348010661","216136071010661",24,390801,42,5,"Canopy cover 81 - 100",39,216773,10,4.82091938599797639068129131213093885121E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121385010661","216136072010661",24,390801,43,1,"Canopy cover 0 - 5",39,3610305,128,6.2727595407756575042040132791998148473E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121397010661","216136072010661",24,390801,43,4,"Canopy cover 66 - 80",39,97642,5,4.34301549294551812122590738842155580368E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121424010661","216136072010661",24,390801,43,5,"Canopy cover 81 - 100",39,201012,10,4.47040326021570885778590205014949394321E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121426010661","216136072010661",24,390801,43,23,"Canopy cover 6 - 51",39,122308,4,6800.167178457790069474435704705245274,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121435010661","216136073010661",24,390801,44,1,"Canopy cover 0 - 5",39,4756739,173,6.11488006497892323424290384516858170896E03,0,1.0029,1.0029,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121437010661","216136073010661",24,390801,44,2,"Canopy cover 6 - 50",39,334151,12,6.1927884300314001309978607430895817345E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121477010661","216136073010661",24,390801,44,3,"Canopy cover 51 - 65",39,169587,11,3.4286613857493443079180616814390649114E03,0,1.0233,1.0233,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121483010661","216136073010661",24,390801,44,4,"Canopy cover 66 - 80",39,260742,9,6.44307529958311195819312907787063820699E03,0,1,1,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
"216121485010661","216136073010661",24,390801,44,5,"Canopy cover 81 - 100",39,407631,21,4.31690641232279447110316503200452026951E03,0,1.0255,1.0244,,,,,"",2009-09-21,"10661","",2009-09-21,"10661",,,,,
