state_code,county_code,county_name,state_abbr,state_name
5,133,Sevier County,AR,Arkansas
5,135,Sharp County,AR,Arkansas
5,137,Stone County,AR,Arkansas
5,139,Union County,AR,Arkansas
5,141,Van Buren County,AR,Arkansas
5,143,Washington County,AR,Arkansas
5,145,White County,AR,Arkansas
5,147,Woodruff County,AR,Arkansas
5,149,Yell County,AR,Arkansas
6,1,Alameda County,CA,California
6,3,Alpine County,CA,California
6,5,Amador County,CA,California
6,7,Butte County,CA,California
6,9,Calaveras County,CA,California
6,11,Colusa County,CA,California
6,13,Contra Costa County,CA,California
6,15,Del Norte County,CA,California
6,17,El Dorado County,CA,California
6,19,Fresno County,CA,California
6,21,Glenn County,CA,California
6,23,Humboldt County,CA,California
6,25,Imperial County,CA,California
6,27,Inyo County,CA,California
6,29,Kern County,CA,California
6,31,Kings County,CA,California
6,33,Lake County,CA,California
6,35,Lassen County,CA,California
6,37,Los Angeles County,CA,California
6,39,Madera County,CA,California
6,41,Marin County,CA,California
6,43,Mariposa County,CA,California
6,45,Mendocino County,CA,California
6,47,Merced County,CA,California
6,49,Modoc County,CA,California
6,51,Mono County,CA,California
6,53,Monterey County,CA,California
6,55,Napa County,CA,California
6,57,Nevada County,CA,California
6,59,Orange County,CA,California
6,61,Placer County,CA,California
6,63,Plumas County,CA,California
6,65,Riverside County,CA,California
6,67,Sacramento County,CA,California
6,69,San Benito County,CA,California
6,71,San Bernardino County,CA,California
6,73,San Diego County,CA,California
6,75,San Francisco County,CA,California
6,77,San Joaquin County,CA,California
6,79,San Luis Obispo County,CA,California
6,81,San Mateo County,CA,California
6,83,Santa Barbara County,CA,California
6,85,Santa Clara County,CA,California
6,87,Santa Cruz County,CA,California
6,89,Shasta County,CA,California
6,91,Sierra County,CA,California
6,93,Siskiyou County,CA,California
6,95,Solano County,CA,California
6,97,Sonoma County,CA,California
6,99,Stanislaus County,CA,California
6,101,Sutter County,CA,California
6,103,Tehama County,CA,California
6,105,Trinity County,CA,California
6,107,Tulare County,CA,California
6,109,Tuolumne County,CA,California
6,111,Ventura County,CA,California
6,113,Yolo County,CA,California
6,115,Yuba County,CA,California
8,1,Adams County,CO,Colorado
8,3,Alamosa County,CO,Colorado
8,5,Arapahoe County,CO,Colorado
8,7,Archuleta County,CO,Colorado
8,9,Baca County,CO,Colorado
8,11,Bent County,CO,Colorado
8,13,Boulder County,CO,Colorado
8,14,Broomfield County,CO,Colorado
8,15,Chaffee County,CO,Colorado
8,17,Cheyenne County,CO,Colorado
8,19,Clear Creek County,CO,Colorado
8,21,Conejos County,CO,Colorado
8,23,Costilla County,CO,Colorado
8,25,Crowley County,CO,Colorado
8,27,Custer County,CO,Colorado
8,29,Delta County,CO,Colorado
8,31,Denver County,CO,Colorado
8,33,Dolores County,CO,Colorado
8,35,Douglas County,CO,Colorado
8,37,Eagle County,CO,Colorado
8,39,Elbert County,CO,Colorado
8,41,El Paso County,CO,Colorado
8,43,Fremont County,CO,Colorado
8,45,Garfield County,CO,Colorado
8,47,Gilpin County,CO,Colorado
8,49,Grand County,CO,Colorado
8,51,Gunnison County,CO,Colorado
8,53,Hinsdale County,CO,Colorado
8,55,Huerfano County,CO,Colorado
8,57,Jackson County,CO,Colorado
8,59,Jefferson County,CO,Colorado
8,61,Kiowa County,CO,Colorado
8,63,Kit Carson County,CO,Colorado
8,65,Lake County,CO,Colorado
8,67,La Plata County,CO,Colorado
8,69,Larimer County,CO,Colorado
8,71,Las Animas County,CO,Colorado
8,73,Lincoln County,CO,Colorado
8,75,Logan County,CO,Colorado
8,77,Mesa County,CO,Colorado
8,79,Mineral County,CO,Colorado
8,81,Moffat County,CO,Colorado
8,83,Montezuma County,CO,Colorado
8,85,Montrose County,CO,Colorado
8,87,Morgan County,CO,Colorado
8,89,Otero County,CO,Colorado
8,91,Ouray County,CO,Colorado
8,93,Park County,CO,Colorado
8,95,Phillips County,CO,Colorado
8,97,Pitkin County,CO,Colorado
8,99,Prowers County,CO,Colorado
8,101,Pueblo County,CO,Colorado
8,103,Rio Blanco County,CO,Colorado
8,105,Rio Grande County,CO,Colorado
8,107,Routt County,CO,Colorado
8,109,Saguache County,CO,Colorado
8,111,San Juan County,CO,Colorado
8,113,San Miguel County,CO,Colorado
8,115,Sedgwick County,CO,Colorado
8,117,Summit County,CO,Colorado
8,119,Teller County,CO,Colorado
8,121,Washington County,CO,Colorado
8,123,Weld County,CO,Colorado
8,125,Yuma County,CO,Colorado
9,1,Fairfield County,CT,Connecticut
9,3,Hartford County,CT,Connecticut
9,5,Litchfield County,CT,Connecticut
9,7,Middlesex County,CT,Connecticut
9,9,New Haven County,CT,Connecticut
9,11,New London County,CT,Connecticut
9,13,Tolland County,CT,Connecticut
9,15,Windham County,CT,Connecticut
10,1,Kent County,DE,Delaware
10,3,New Castle County,DE,Delaware
10,5,Sussex County,DE,Delaware
11,0,District of Columbia,DC,District of Columbia
11,1,District of Columbia,DC,District of Columbia
12,1,Alachua County,FL,Florida
12,3,Baker County,FL,Florida
12,5,Bay County,FL,Florida
12,7,Bradford County,FL,Florida
12,9,Brevard County,FL,Florida
12,11,Broward County,FL,Florida
12,13,Calhoun County,FL,Florida
12,15,Charlotte County,FL,Florida
12,17,Citrus County,FL,Florida
12,19,Clay County,FL,Florida
12,21,Collier County,FL,Florida
12,23,Columbia County,FL,Florida
12,27,DeSoto County,FL,Florida
12,29,Dixie County,FL,Florida
12,31,Duval County,FL,Florida
12,33,Escambia County,FL,Florida
12,35,Flagler County,FL,Florida
12,37,Franklin County,FL,Florida
12,39,Gadsden County,FL,Florida
12,41,Gilchrist County,FL,Florida
12,43,Glades County,FL,Florida
12,45,Gulf County,FL,Florida
12,47,Hamilton County,FL,Florida
12,49,Hardee County,FL,Florida
12,51,Hendry County,FL,Florida
12,53,Hernando County,FL,Florida
12,55,Highlands County,FL,Florida
12,57,Hillsborough County,FL,Florida
12,59,Holmes County,FL,Florida
12,61,Indian River County,FL,Florida
12,63,Jackson County,FL,Florida
12,65,Jefferson County,FL,Florida
12,67,Lafayette County,FL,Florida
12,69,Lake County,FL,Florida
12,71,Lee County,FL,Florida
12,73,Leon County,FL,Florida
12,75,Levy County,FL,Florida
12,77,Liberty County,FL,Florida
12,79,Madison County,FL,Florida
12,81,Manatee County,FL,Florida
12,83,Marion County,FL,Florida
12,85,Martin County,FL,Florida
12,86,Miami-Dade County,FL,Florida
12,87,Monroe County,FL,Florida
12,89,Nassau County,FL,Florida
12,91,Okaloosa County,FL,Florida
12,93,Okeechobee County,FL,Florida
12,95,Orange County,FL,Florida
12,97,Osceola County,FL,Florida
12,99,Palm Beach County,FL,Florida
12,101,Pasco County,FL,Florida
12,103,Pinellas County,FL,Florida
12,105,Polk County,FL,Florida
12,107,Putnam County,FL,Florida
12,109,St. Johns County,FL,Florida
12,111,St. Lucie County,FL,Florida
12,113,Santa Rosa County,FL,Florida
12,115,Sarasota County,FL,Florida
12,117,Seminole County,FL,Florida
12,119,Sumter County,FL,Florida
12,121,Suwannee County,FL,Florida
12,123,Taylor County,FL,Florida
12,125,Union County,FL,Florida
12,127,Volusia County,FL,Florida
12,129,Wakulla County,FL,Florida
12,131,Walton County,FL,Florida
12,133,Washington County,FL,Florida
13,1,Appling County,GA,Georgia
13,3,Atkinson County,GA,Georgia
13,5,Bacon County,GA,Georgia
13,7,Baker County,GA,Georgia
13,9,Baldwin County,GA,Georgia
13,11,Banks County,GA,Georgia
13,13,Barrow County,GA,Georgia
13,15,Bartow County,GA,Georgia
13,17,Ben Hill County,GA,Georgia
13,19,Berrien County,GA,Georgia
13,21,Bibb County,GA,Georgia
13,23,Bleckley County,GA,Georgia
13,25,Brantley County,GA,Georgia
13,27,Brooks County,GA,Georgia
13,29,Bryan County,GA,Georgia
13,31,Bulloch County,GA,Georgia
13,33,Burke County,GA,Georgia
13,35,Butts County,GA,Georgia
13,37,Calhoun County,GA,Georgia
13,39,Camden County,GA,Georgia
13,43,Candler County,GA,Georgia
13,45,Carroll County,GA,Georgia
13,47,Catoosa County,GA,Georgia
13,49,Charlton County,GA,Georgia
13,51,Chatham County,GA,Georgia
13,53,Chattahoochee County,GA,Georgia
13,55,Chattooga County,GA,Georgia
13,57,Cherokee County,GA,Georgia
13,59,Clarke County,GA,Georgia
13,61,Clay County,GA,Georgia
13,63,Clayton County,GA,Georgia
13,65,Clinch County,GA,Georgia
13,67,Cobb County,GA,Georgia
13,69,Coffee County,GA,Georgia
13,71,Colquitt County,GA,Georgia
13,73,Columbia County,GA,Georgia
13,75,Cook County,GA,Georgia
13,77,Coweta County,GA,Georgia
13,79,Crawford County,GA,Georgia
13,81,Crisp County,GA,Georgia
13,83,Dade County,GA,Georgia
13,85,Dawson County,GA,Georgia
13,87,Decatur County,GA,Georgia
13,89,DeKalb County,GA,Georgia
13,91,Dodge County,GA,Georgia
13,93,Dooly County,GA,Georgia
13,95,Dougherty County,GA,Georgia
13,97,Douglas County,GA,Georgia
13,99,Early County,GA,Georgia
13,101,Echols County,GA,Georgia
13,103,Effingham County,GA,Georgia
13,105,Elbert County,GA,Georgia
13,107,Emanuel County,GA,Georgia
13,109,Evans County,GA,Georgia
13,111,Fannin County,GA,Georgia
13,113,Fayette County,GA,Georgia
13,115,Floyd County,GA,Georgia
13,117,Forsyth County,GA,Georgia
13,119,Franklin County,GA,Georgia
13,121,Fulton County,GA,Georgia
13,123,Gilmer County,GA,Georgia
13,125,Glascock County,GA,Georgia
13,127,Glynn County,GA,Georgia
13,129,Gordon County,GA,Georgia
13,131,Grady County,GA,Georgia
13,133,Greene County,GA,Georgia
13,135,Gwinnett County,GA,Georgia
13,137,Habersham County,GA,Georgia
13,139,Hall County,GA,Georgia
13,141,Hancock County,GA,Georgia
13,143,Haralson County,GA,Georgia
13,145,Harris County,GA,Georgia
13,147,Hart County,GA,Georgia
13,149,Heard County,GA,Georgia
13,151,Henry County,GA,Georgia
13,153,Houston County,GA,Georgia
13,155,Irwin County,GA,Georgia
13,157,Jackson County,GA,Georgia
13,159,Jasper County,GA,Georgia
13,161,Jeff Davis County,GA,Georgia
13,163,Jefferson County,GA,Georgia
13,165,Jenkins County,GA,Georgia
13,167,Johnson County,GA,Georgia
13,169,Jones County,GA,Georgia
13,171,Lamar County,GA,Georgia
13,173,Lanier County,GA,Georgia
13,175,Laurens County,GA,Georgia
13,177,Lee County,GA,Georgia
13,179,Liberty County,GA,Georgia
13,181,Lincoln County,GA,Georgia
13,183,Long County,GA,Georgia
13,185,Lowndes County,GA,Georgia
13,187,Lumpkin County,GA,Georgia
13,189,McDuffie County,GA,Georgia
13,191,McIntosh County,GA,Georgia
13,193,Macon County,GA,Georgia
13,195,Madison County,GA,Georgia
13,197,Marion County,GA,Georgia
13,199,Meriwether County,GA,Georgia
13,201,Miller County,GA,Georgia
13,205,Mitchell County,GA,Georgia
13,207,Monroe County,GA,Georgia
13,209,Montgomery County,GA,Georgia
13,211,Morgan County,GA,Georgia
13,213,Murray County,GA,Georgia
13,215,Muscogee County,GA,Georgia
13,217,Newton County,GA,Georgia
13,219,Oconee County,GA,Georgia
13,221,Oglethorpe County,GA,Georgia
13,223,Paulding County,GA,Georgia
13,225,Peach County,GA,Georgia
13,227,Pickens County,GA,Georgia
13,229,Pierce County,GA,Georgia
13,231,Pike County,GA,Georgia
13,233,Polk County,GA,Georgia
13,235,Pulaski County,GA,Georgia
13,237,Putnam County,GA,Georgia
13,239,Quitman County,GA,Georgia
13,241,Rabun County,GA,Georgia
13,243,Randolph County,GA,Georgia
13,245,Richmond County,GA,Georgia
13,247,Rockdale County,GA,Georgia
13,249,Schley County,GA,Georgia
13,251,Screven County,GA,Georgia
13,253,Seminole County,GA,Georgia
13,255,Spalding County,GA,Georgia
13,257,Stephens County,GA,Georgia
13,259,Stewart County,GA,Georgia
13,261,Sumter County,GA,Georgia
13,263,Talbot County,GA,Georgia
13,265,Taliaferro County,GA,Georgia
13,267,Tattnall County,GA,Georgia
13,269,Taylor County,GA,Georgia
13,271,Telfair County,GA,Georgia
13,273,Terrell County,GA,Georgia
13,275,Thomas County,GA,Georgia
13,277,Tift County,GA,Georgia
13,279,Toombs County,GA,Georgia
13,281,Towns County,GA,Georgia
13,283,Treutlen County,GA,Georgia
13,285,Troup County,GA,Georgia
13,287,Turner County,GA,Georgia
13,289,Twiggs County,GA,Georgia
13,291,Union County,GA,Georgia
13,293,Upson County,GA,Georgia
13,295,Walker County,GA,Georgia
13,297,Walton County,GA,Georgia
13,299,Ware County,GA,Georgia
13,301,Warren County,GA,Georgia
13,303,Washington County,GA,Georgia
13,305,Wayne County,GA,Georgia
13,307,Webster County,GA,Georgia
13,309,Wheeler County,GA,Georgia
13,311,White County,GA,Georgia
13,313,Whitfield County,GA,Georgia
13,315,Wilcox County,GA,Georgia
13,317,Wilkes County,GA,Georgia
13,319,Wilkinson County,GA,Georgia
13,321,Worth County,GA,Georgia
15,1,Hawaii County,HI,Hawaii
15,3,Honolulu County,HI,Hawaii
15,5,Kalawao County,HI,Hawaii
15,7,Kauai County,HI,Hawaii
15,9,Maui County,HI,Hawaii
16,1,Ada County,ID,Idaho
16,3,Adams County,ID,Idaho
16,5,Bannock County,ID,Idaho
16,7,Bear Lake County,ID,Idaho
16,9,Benewah County,ID,Idaho
16,11,Bingham County,ID,Idaho
16,13,Blaine County,ID,Idaho
16,15,Boise County,ID,Idaho
16,17,Bonner County,ID,Idaho
16,19,Bonneville County,ID,Idaho
16,21,Boundary County,ID,Idaho
16,23,Butte County,ID,Idaho
16,25,Camas County,ID,Idaho
16,27,Canyon County,ID,Idaho
16,29,Caribou County,ID,Idaho
16,31,Cassia County,ID,Idaho
16,33,Clark County,ID,Idaho
16,35,Clearwater County,ID,Idaho
16,37,Custer County,ID,Idaho
16,39,Elmore County,ID,Idaho
16,41,Franklin County,ID,Idaho
16,43,Fremont County,ID,Idaho
16,45,Gem County,ID,Idaho
16,47,Gooding County,ID,Idaho
16,49,Idaho County,ID,Idaho
16,51,Jefferson County,ID,Idaho
16,53,Jerome County,ID,Idaho
16,55,Kootenai County,ID,Idaho
16,57,Latah County,ID,Idaho
16,59,Lemhi County,ID,Idaho
16,61,Lewis County,ID,Idaho
16,63,Lincoln County,ID,Idaho
16,65,Madison County,ID,Idaho
16,67,Minidoka County,ID,Idaho
16,69,Nez Perce County,ID,Idaho
16,71,Oneida County,ID,Idaho
16,73,Owyhee County,ID,Idaho
16,75,Payette County,ID,Idaho
16,77,Power County,ID,Idaho
16,79,Shoshone County,ID,Idaho
16,81,Teton County,ID,Idaho
16,83,Twin Falls County,ID,Idaho
16,85,Valley County,ID,Idaho
16,87,Washington County,ID,Idaho
17,1,Adams County,IL,Illinois
17,3,Alexander County,IL,Illinois
17,5,Bond County,IL,Illinois
17,7,Boone County,IL,Illinois
17,9,Brown County,IL,Illinois
17,11,Bureau County,IL,Illinois
17,13,Calhoun County,IL,Illinois
17,15,Carroll County,IL,Illinois
17,17,Cass County,IL,Illinois
17,19,Champaign County,IL,Illinois
17,21,Christian County,IL,Illinois
17,23,Clark County,IL,Illinois
17,25,Clay County,IL,Illinois
17,27,Clinton County,IL,Illinois
17,29,Coles County,IL,Illinois
17,31,Cook County,IL,Illinois
17,33,Crawford County,IL,Illinois
17,35,Cumberland County,IL,Illinois
17,37,DeKalb County,IL,Illinois
17,39,De Witt County,IL,Illinois
17,41,Douglas County,IL,Illinois
17,43,DuPage County,IL,Illinois
17,45,Edgar County,IL,Illinois
17,47,Edwards County,IL,Illinois
17,49,Effingham County,IL,Illinois
17,51,Fayette County,IL,Illinois
17,53,Ford County,IL,Illinois
17,55,Franklin County,IL,Illinois
17,57,Fulton County,IL,Illinois
17,59,Gallatin County,IL,Illinois
17,61,Greene County,IL,Illinois
17,63,Grundy County,IL,Illinois
17,65,Hamilton County,IL,Illinois
17,67,Hancock County,IL,Illinois
17,69,Hardin County,IL,Illinois
17,71,Henderson County,IL,Illinois
17,73,Henry County,IL,Illinois
17,75,Iroquois County,IL,Illinois
17,77,Jackson County,IL,Illinois
17,79,Jasper County,IL,Illinois
17,81,Jefferson County,IL,Illinois
17,83,Jersey County,IL,Illinois
17,85,Jo Daviess County,IL,Illinois
17,87,Johnson County,IL,Illinois
17,89,Kane County,IL,Illinois
17,91,Kankakee County,IL,Illinois
17,93,Kendall County,IL,Illinois
17,95,Knox County,IL,Illinois
17,97,Lake County,IL,Illinois
17,99,LaSalle County,IL,Illinois
17,101,Lawrence County,IL,Illinois
17,103,Lee County,IL,Illinois
17,105,Livingston County,IL,Illinois
17,107,Logan County,IL,Illinois
17,109,McDonough County,IL,Illinois
17,111,McHenry County,IL,Illinois
17,113,McLean County,IL,Illinois
17,115,Macon County,IL,Illinois
17,117,Macoupin County,IL,Illinois
17,119,Madison County,IL,Illinois
17,121,Marion County,IL,Illinois
17,123,Marshall County,IL,Illinois
17,125,Mason County,IL,Illinois
17,127,Massac County,IL,Illinois
17,129,Menard County,IL,Illinois
17,131,Mercer County,IL,Illinois
17,133,Monroe County,IL,Illinois
17,135,Montgomery County,IL,Illinois
17,137,Morgan County,IL,Illinois
17,139,Moultrie County,IL,Illinois
17,141,Ogle County,IL,Illinois
17,143,Peoria County,IL,Illinois
17,145,Perry County,IL,Illinois
17,147,Piatt County,IL,Illinois
17,149,Pike County,IL,Illinois
17,151,Pope County,IL,Illinois
17,153,Pulaski County,IL,Illinois
17,155,Putnam County,IL,Illinois
17,157,Randolph County,IL,Illinois
17,159,Richland County,IL,Illinois
17,161,Rock Island County,IL,Illinois
17,163,St. Clair County,IL,Illinois
17,165,Saline County,IL,Illinois
17,167,Sangamon County,IL,Illinois
17,169,Schuyler County,IL,Illinois
17,171,Scott County,IL,Illinois
17,173,Shelby County,IL,Illinois
17,175,Stark County,IL,Illinois
17,177,Stephenson County,IL,Illinois
17,179,Tazewell County,IL,Illinois
17,181,Union County,IL,Illinois
17,183,Vermilion County,IL,Illinois
17,185,Wabash County,IL,Illinois
17,187,Warren County,IL,Illinois
17,189,Washington County,IL,Illinois
17,191,Wayne County,IL,Illinois
17,193,White County,IL,Illinois
17,195,Whiteside County,IL,Illinois
17,197,Will County,IL,Illinois
17,199,Williamson County,IL,Illinois
17,201,Winnebago County,IL,Illinois
17,203,Woodford County,IL,Illinois
18,1,Adams County,IN,Indiana
18,3,Allen County,IN,Indiana
18,5,Bartholomew County,IN,Indiana
18,7,Benton County,IN,Indiana
18,9,Blackford County,IN,Indiana
18,11,Boone County,IN,Indiana
18,13,Brown County,IN,Indiana
18,15,Carroll County,IN,Indiana
18,17,Cass County,IN,Indiana
18,19,Clark County,IN,Indiana
18,21,Clay County,IN,Indiana
18,23,Clinton County,IN,Indiana
18,25,Crawford County,IN,Indiana
18,27,Daviess County,IN,Indiana
18,29,Dearborn County,IN,Indiana
18,31,Decatur County,IN,Indiana
18,33,DeKalb County,IN,Indiana
18,35,Delaware County,IN,Indiana
18,37,Dubois County,IN,Indiana
18,39,Elkhart County,IN,Indiana
18,41,Fayette County,IN,Indiana
18,43,Floyd County,IN,Indiana
18,45,Fountain County,IN,Indiana
18,47,Franklin County,IN,Indiana
18,49,Fulton County,IN,Indiana
18,51,Gibson County,IN,Indiana
18,53,Grant County,IN,Indiana
18,55,Greene County,IN,Indiana
18,57,Hamilton County,IN,Indiana
18,59,Hancock County,IN,Indiana
18,61,Harrison County,IN,Indiana
18,63,Hendricks County,IN,Indiana
18,65,Henry County,IN,Indiana
18,67,Howard County,IN,Indiana
18,69,Huntington County,IN,Indiana
18,71,Jackson County,IN,Indiana
18,73,Jasper County,IN,Indiana
18,75,Jay County,IN,Indiana
18,77,Jefferson County,IN,Indiana
18,79,Jennings County,IN,Indiana
18,81,Johnson County,IN,Indiana
18,83,Knox County,IN,Indiana
18,85,Kosciusko County,IN,Indiana
18,87,LaGrange County,IN,Indiana
18,89,Lake County,IN,Indiana
18,91,LaPorte County,IN,Indiana
18,93,Lawrence County,IN,Indiana
18,95,Madison County,IN,Indiana
18,97,Marion County,IN,Indiana
18,99,Marshall County,IN,Indiana
18,101,Martin County,IN,Indiana
18,103,Miami County,IN,Indiana
18,105,Monroe County,IN,Indiana
18,107,Montgomery County,IN,Indiana
18,109,Morgan County,IN,Indiana
18,111,Newton County,IN,Indiana
18,113,Noble County,IN,Indiana
18,115,Ohio County,IN,Indiana
18,117,Orange County,IN,Indiana
18,119,Owen County,IN,Indiana
18,121,Parke County,IN,Indiana
18,123,Perry County,IN,Indiana
18,125,Pike County,IN,Indiana
18,127,Porter County,IN,Indiana
18,129,Posey County,IN,Indiana
18,131,Pulaski County,IN,Indiana
18,133,Putnam County,IN,Indiana
18,135,Randolph County,IN,Indiana
18,137,Ripley County,IN,Indiana
18,139,Rush County,IN,Indiana
18,141,St. Joseph County,IN,Indiana
18,143,Scott County,IN,Indiana
18,145,Shelby County,IN,Indiana
18,147,Spencer County,IN,Indiana
18,149,Starke County,IN,Indiana
